module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",False,,,,0,0,9408,294.0,39282.6484375,4.144201577115221,4.175451577115221,,,,6.279125955188647e-05,0.06109962612390518,0.003732768353074789,1.0888
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,153630.609375,4.136246999104817,4.167496999104817,,,,1.0667537026165519e-05,0.0610647015273571,0.003741261549293995,0.4249
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,159365.796875,4.291823916965061,4.323073916965061,,,,7.673777872696519e-06,0.061275266110897064,0.0037560099735856056,0.6677
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,157209.046875,4.233318328857422,4.264568328857422,,,,9.765524737304077e-06,0.06140446662902832,0.0037789519410580397,0.2751
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,159344.328125,4.2912415398491754,4.3224915398491754,,,,7.282129899977008e-06,0.061339471489191055,0.00376552133820951,0.2029
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",False,,,,0,0,73728,1152.0,317902.9375,4.296209547254774,4.311834547254774,,,,6.45869477011729e-06,0.061078958213329315,0.003735144855454564,0.4885
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,629205.5,4.25144788953993,4.26707288953993,,,,4.34275398220052e-06,0.06122836098074913,0.0037539287004619837,0.207
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",False,,,,0,0,8192,128.0,34477.6640625,4.1930742263793945,4.2086992263793945,,,,1.8713948520598933e-05,0.061218831688165665,0.0037523210048675537,0.3058
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,634103.0625,4.284661610921224,4.300286610921224,,,,4.3837790144607425e-06,0.06121258810162544,0.003754463978111744,0.216
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,638881.25,4.317065768771702,4.332690768771702,,,,3.3994228942901827e-06,0.0612993948161602,0.003764325985684991,0.2487
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",False,,,,0,0,294912,2304.0,1268320.5,4.2928619384765625,4.3006744384765625,,,,3.1607771688868525e-06,0.06113786995410919,0.003746118862181902,0.6574
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,2541012.5,4.3002734714084205,4.3080859714084205,,,,2.359867494305945e-06,0.06130443885922432,0.0037619173526763916,0.6952
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",False,,,,0,0,32768,256.0,141256.265625,4.3029866218566895,4.3107991218566895,,,,4.0668619476491585e-06,0.06111326068639755,0.003747085575014353,0.2693
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,2549704.75,4.315010494656033,4.322822994656033,,,,1.8750602066575084e-06,0.06106911227107048,0.0037500234320759773,0.1903
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,2558013.0,4.3290964762369795,4.3369089762369795,,,,1.6024210935938754e-06,0.06109292432665825,0.003750475822016597,1.0752
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",False,,,,0,0,1179648,4608.0,5124157.5,4.339895884195964,4.343802134195964,,,,1.482202378610964e-06,0.06107156723737717,0.0037528269458562136,0.6524
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,10249855.0,4.340548621283637,4.344454871283637,,,,1.1263082342338748e-06,0.06108512729406357,0.0037524853833019733,0.6151
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",False,,,,0,0,131072,512.0,561828.1875,4.2825026512146,4.2864089012146,,,,4.017828359792475e-06,0.06112344563007355,0.0037385243922472,0.2723
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,10281291.0,4.353872934977214,4.357779184977214,,,,1.195435743284179e-06,0.06083764508366585,0.0037607038393616676,0.7269
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,10257136.0,4.343634711371528,4.347540961371528,,,,6.535378247463086e-07,0.06123567745089531,0.0037500113248825073,0.4733
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",False,,,,8,0,512000,1024.0,2209007.0,4.278240869915675,4.314466796875,,,,1.795857860997785e-05,0.06101113557815552,0.003750830190256238,0.6216
