module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",False,,,,0,0,9408,294.0,14885.2353515625,1.550939131756218,1.582189131756218,,,,0.0013432808918878436,0.28260016441345215,0.07985436916351318,0.6358
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,57587.328125,1.530906253390842,1.562156253390842,,,,0.00026491552125662565,0.3043069839477539,0.09290976822376251,0.2216
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,65617.21484375,1.7487308714124892,1.7799808714124892,,,,0.0002201940951636061,0.328233927488327,0.10777626931667328,0.1775
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,62704.83203125,1.669727431403266,1.700977431403266,,,,0.0002736166352406144,0.3250298798084259,0.10588105767965317,0.1567
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,66327.32421875,1.7679938210381403,1.7992438210381403,,,,0.00020900850358884782,0.32861924171447754,0.10807633399963379,0.2835
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",False,,,,0,0,73728,1152.0,129716.34375,1.7437655131022136,1.7593905131022136,,,,0.0001871804124675691,0.3288132846355438,0.10824880748987198,0.4643
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,257582.34375,1.7312170664469402,1.7468420664469402,,,,0.00012532033724710345,0.32891276478767395,0.10832839459180832,0.1557
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",False,,,,0,0,8192,128.0,12918.5791015625,1.5613499879837036,1.5769749879837036,,,,0.0005106215830892324,0.3197804391384125,0.10238439589738846,0.3273
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,260217.90625,1.7490906185574002,1.7647156185574002,,,,0.000126342594739981,0.3286183178424835,0.10820545256137848,0.3684
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,271035.21875,1.822450213962131,1.838075213962131,,,,9.891644003801048e-05,0.33066463470458984,0.10953440517187119,0.2498
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",False,,,,0,0,294912,2304.0,525487.9375,1.7740340762668185,1.7818465762668185,,,,9.148145909421146e-05,0.32891249656677246,0.10842283815145493,0.6234
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,1067060.625,1.8013044993082683,1.8091169993082683,,,,6.84767437633127e-05,0.3302324116230011,0.10916033387184143,0.3136
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",False,,,,0,0,32768,256.0,58571.78515625,1.7796565294265747,1.7874690294265747,,,,0.00011923247075174004,0.33090487122535706,0.10985724627971649,0.2175
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,1080197.875,1.823577668931749,1.831390168931749,,,,5.4691692639607936e-05,0.32981860637664795,0.10938055068254471,0.6253
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,1092149.75,1.8438411288791232,1.8516536288791232,,,,4.668573092203587e-05,0.3297579288482666,0.10926822572946548,0.2938
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",False,,,,0,0,1179648,4608.0,2211681.5,1.8709593878851996,1.8748656378851996,,,,4.329319199314341e-05,0.3300621211528778,0.10961515456438065,0.6203
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,4459332.5,1.8862052493625217,1.8901114993625217,,,,3.2963722333079204e-05,0.33046838641166687,0.10982418805360794,0.9236
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",False,,,,0,0,131072,512.0,235033.59375,1.7892577648162842,1.7931640148162842,,,,0.00011664550402201712,0.3293411135673523,0.1085367351770401,0.4786
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,4510418.0,1.9078581068250868,1.9117643568250868,,,,3.4920856705866754e-05,0.32881689071655273,0.10985702276229858,0.6124
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,4435007.0,1.875894758436415,1.879801008436415,,,,1.9111690562567674e-05,0.33114731311798096,0.10966320335865021,1.1546
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",False,,,,8,0,512000,1024.0,933931.1875,1.8076233636765253,1.8240843505859374,,,,0.0005245265201665461,0.3297286331653595,0.1087217703461647,0.7825
