Model,Experiment,bpp,ppl_wikitext2,ppl_c4,hellaswag,mathqa,openbookqa,pubmedqa,sciq,zeroshot,commonsense,average9,mmlu,average6,qat,mse,average,ppl_ptb,proxy_err,mse_normed,lambda,arc_challenge,arc_easy,boolq,piqa,winogrande,bpp_key
Llama3-8B,ecsq_normalization_search_scaleH,6.50641602736253,6.146249294281006,8.890976905822754,0.6059549890460068,,,,,0.7339366132238677,0.7126063425275575,,0.6223472439823386,,,3.590221430672839e-08,,,9.781101590114869e-05,0.0001591344957275,6.5,0.515358361774744,0.8042929292929293,0.8223241590214068,0.7905331882480957,0.7371744277821626,6.506416
Llama3-8B,ecsq_rnorm,2.006129562854767,39.69010162353516,46.65633392333984,0.3709420434176458,,,,,0.4994863926226264,0.4780623344217963,,0.2906281156530408,,,1.521180461676426e-05,,,0.0653844619680187,0.0971483138385407,2.0,0.25,0.4882154882154882,0.5599388379204893,0.6436343852013058,0.5556432517758485,2.00613
Llama3-8B,ecsq_rnorm,2.5060172447791467,10.504913330078123,14.580866813659668,0.3709420434176458,,,,,0.4994863926226264,0.4780623344217963,,0.2906281156530408,,,7.261383103901026e-06,,,0.0317346438363789,0.0464102180547063,2.0,0.25,0.4882154882154882,0.5599388379204893,0.6436343852013058,0.5556432517758485,2.506017
Llama3-8B,ecsq_rnorm,3.005884280571571,7.385973930358887,10.538168907165527,0.5804620593507269,,,,,0.7119761111884013,0.6900571025487889,,0.5413758723828515,,,3.543310679874004e-06,,,0.0156252170642281,0.0226389523970563,3.0,0.4658703071672355,0.773989898989899,0.8006116207951071,0.7861806311207835,0.7332280978689818,3.005884
Llama3-8B,ecsq_rnorm,4.00538267997595,6.439910888671875,9.275959014892578,0.5951005775741884,,,,,0.7292067092674537,0.7068556873185762,,0.6101694915254238,,,8.718570873119584e-07,,,0.0038645595897963,0.0055724059910482,4.0,0.5051194539249146,0.8038720538720538,0.8128440366972477,0.7878128400435256,0.7363851617995264,4.005383
Llama3-8B,ecsq_rnorm,5.004689473372239,6.234479904174805,8.997458457946777,0.6006771559450309,,,,,0.7293504344209223,0.7079048880082737,,0.6157242558040166,,,2.172500810296083e-07,,,0.0009657555613427,0.0013885363236323,5.0,0.5017064846416383,0.8034511784511784,0.8159021406727829,0.7932535364526659,0.7324388318863457,5.004689
Llama3-8B,ecsq_rnorm,6.001644790172577,6.159855842590332,8.908303260803223,0.6019717187811193,,,,,0.7289398890189099,0.7077785273126116,,0.620566870816123,,,5.4480962310976544e-08,,,0.0002422875780437,0.000348244619125,6.0,0.4991467576791809,0.8051346801346801,0.8143730886850153,0.7959738846572362,0.7300710339384373,6.001645
Llama3-8B,ecsq_rnorm,6.998594797574556,6.142117500305176,8.887521743774414,0.6006771559450309,,,,,0.7286032723133136,0.7072822529185997,,0.621919954422447,,,1.3677750383555906e-08,,,6.0965741896623626e-05,8.741026971392785e-05,7.0,0.5025597269624573,0.7992424242424242,0.8146788990825689,0.794885745375408,0.7316495659037096,6.998595
Llama3-8B,ecsq_rnorm_scaleH,2.011825579863328,20.716094970703125,23.90291213989257,0.4362676757618004,,,,,0.5287545446817037,0.5133400665283864,,0.288135593220339,,,1.894120662899905e-05,,,0.0547880120533851,0.0890104301862056,2.0,0.2704778156996587,0.5180976430976431,0.5715596330275229,0.6648531011969532,0.6187845303867403,2.011826
Llama3-8B,ecsq_rnorm_scaleH,2.3117849689263563,9.859142303466797,13.358891487121582,0.5314678350926111,,,,,0.6489578792444906,0.6293762052191773,,0.490101125195841,,,1.2191876945002798e-05,,,0.0349265151960155,0.0568351625531179,2.3,0.3831058020477815,0.6856060606060606,0.7388379204892966,0.735582154515778,0.7016574585635359,2.311785
Llama3-8B,ecsq_rnorm_scaleH,2.5117126382314243,8.50625228881836,11.933916091918944,0.5524795857398924,,,,,0.6729651228423225,0.6528841999919175,,0.5271328870531263,,,9.135230223150233e-06,,,0.0260577495204675,0.0424475551755257,2.5,0.4462457337883959,0.7188552188552189,0.7391437308868501,0.7573449401523396,0.7032359905288083,2.511713
Llama3-8B,ecsq_rnorm_scaleH,3.011584364450895,7.171080112457275,10.21713924407959,0.5876319458275244,,,,,0.7125319884511152,0.6917153146805167,,0.5836063238854864,,,4.480118737804927e-06,,,0.0126986314602553,0.0206948399000584,3.0,0.4752559726962457,0.7916666666666666,0.8103975535168195,0.7742110990206746,0.7111286503551697,3.011584
Llama3-8B,ecsq_rnorm_scaleH,3.511395284762749,6.645356178283691,9.490324020385742,0.5987851025692094,,,,,0.7255673162490304,0.7044369473023936,,0.6051844466600199,,,2.2227595757830554e-06,,,0.0062749614488016,0.0102388252327483,3.5,0.4914675767918088,0.803030303030303,0.8204892966360856,0.7867247007616975,0.7261247040252565,3.511395
Llama3-8B,ecsq_rnorm_scaleH,4.011098953393789,6.37888765335083,9.177189826965332,0.6009759012148974,,,,,0.7278546237417014,0.706708169987234,,0.6133741632246119,,,1.1072767030111229e-06,,,0.0031193128142896,0.0050876767268164,4.0,0.5,0.79503367003367,0.8186544342507646,0.7899891186071817,0.7355958958168903,4.011099
Llama3-8B,ecsq_rnorm_scaleH,4.510734017078693,6.2572174072265625,9.02171802520752,0.6043616809400518,,,,,0.7313528591623208,0.7101876627919427,,0.6118786497649907,,,5.538587867909711e-07,,,0.0015554931754979,0.0025384013546644,4.5,0.5119453924914675,0.797979797979798,0.8244648318042813,0.7883569096844396,0.734017363851618,4.510734
Llama3-8B,ecsq_rnorm_scaleH,5.010072685205019,6.197694778442383,8.9492826461792,0.6042620991834295,,,,,0.7346020519493226,0.7128787264883404,,0.6185016379433129,,,2.77845066607953e-07,,,0.0007775648947421,0.001268406013455,5.0,0.5187713310580204,0.8063973063973064,0.8217125382262997,0.7905331882480957,0.7355958958168903,5.010073
Llama3-8B,ecsq_rnorm_scaleH,5.509707900194021,6.171278953552246,8.914694786071777,0.6051583349930293,,,,,0.7334209396091586,0.7120438388398037,,0.6227745335422304,,,1.3983706082606376e-07,,,0.0003888299758649,0.0006340735535471,5.5,0.5136518771331058,0.8051346801346801,0.8211009174311926,0.7916213275299239,0.7355958958168903,5.509708
Llama3-8B,ecsq_rnorm_scaleH,6.008792698383331,6.156736373901367,8.900156021118164,0.6051583349930293,,,,,0.7317639373362157,0.7106630036123512,,0.621919954422447,,,7.069122475423539e-08,,,0.0001948198203768,0.0003173515943281,6.0,0.514505119453925,0.8026094276094277,0.8211009174311926,0.7905331882480957,0.7300710339384373,6.008793
Llama3-8B,ecsq_rnorm_scaleH,6.506474398649656,6.14598560333252,8.891061782836914,0.6060545708026289,,,,,0.7330038332256249,0.7118456228217922,,0.6225608887622845,,,3.59850421480021e-08,,,9.781976150475508e-05,0.0001591343415157,6.5,0.5136518771331058,0.8034511784511784,0.8226299694189603,0.7889009793253536,0.7363851617995264,6.506474
Llama3-8B,ecsq_rnorm_scaleHinv,2.011833314712231,14.756881713867188,18.645580291748047,,,,,,,,,,,,1.6975803076545706e-05,,,0.0547600120240271,0.0946609745086999,2.0,,,,,,2.011833
Llama3-8B,ecsq_rnorm_scaleHinv,2.3117869817293606,9.6037015914917,13.137656211853027,,,,,,,,,,,,1.0876129860521317e-05,,,0.0350140863807999,0.0604803679035775,2.3,,,,,,2.311787
Llama3-8B,ecsq_rnorm_scaleHinv,2.5117361499713016,8.465319633483887,11.80215072631836,,,,,,,,,,,,8.134068145055222e-06,,,0.0261586339227376,0.0451808566828661,2.5,,,,,,2.511736
Llama3-8B,ecsq_rnorm_scaleHinv,3.0116163400503306,7.15833854675293,10.21340560913086,,,,,,,,,,,,3.975728995865889e-06,,,0.012769639853624,0.0220396887029542,3.0,,,,,,3.011616
Llama3-8B,ecsq_rnorm_scaleHinv,3.5114292227304897,6.6627373695373535,9.547801971435549,,,,,,,,,,,,1.9683301332430203e-06,,,0.0063124796144994,0.0109068174537102,3.5,,,,,,3.511429
Llama3-8B,ecsq_rnorm_scaleHinv,4.011180932705219,6.405060768127441,9.206215858459473,,,,,,,,,,,,9.792014665947864e-07,,,0.0031381309233162,0.0054214563373744,4.0,,,,,,4.011181
Llama3-8B,gaussian_uniform_ql1_direction_col_cnorm,3.0505481737737474,10.60466766357422,14.448317527770996,,,,,,,,,,,,3.4796674514089213e-06,,,0.0147495238395224,0.0222089401482102,,,,,,,3.050548
Llama3-8B,gaussian_uniform_ql1_direction_col_cnorm,3.5468670381949496,8.098814964294434,11.526077270507812,,,,,,,,,,,,1.7924784427346087e-06,,,0.0078417608955143,0.0114331560264243,,,,,,,3.546867
Llama3-8B,gaussian_uniform_ql1_direction_col_cnorm,5.137008954985784,7.777876377105713,10.978278160095217,,,,,,,,,,,,2.220318092203645e-07,,,0.0015822998771,0.0014040631587984,,,,,,,5.137009
Llama3-8B,gaussian_uniform_ql1_direction_col_cnorm,6.292700558041151,6.892427921295166,9.84457015991211,,,,,,,,,,,,7.08550171078472e-08,,,0.0008647167786486,0.0004425383313865,,,,,,,6.292701
Llama3-8B,gaussian_uniform_ql1_direction_col_rnorm,3.054140232073573,9.158757209777832,12.829758644104004,,,,,,,,,,,,3.4817145533157127e-06,,,0.0159853360871368,0.0221835426334739,,,,,,,3.05414
Llama3-8B,gaussian_uniform_ql1_direction_col_rnorm,3.550522745372011,7.699727058410644,10.891862869262695,,,,,,,,,,,,1.7949487472425685e-06,,,0.0084896511024063,0.0114202625504381,,,,,,,3.550523
Llama3-8B,gaussian_uniform_ql1_direction_col_rnorm,5.14033054961608,7.254448413848877,10.306073188781738,,,,,,,,,,,,2.223705301562795e-07,,,0.0015179105967035,0.0013929619603564,,,,,,,5.140331
Llama3-8B,gaussian_uniform_ql1_direction_col_rnorm,6.29493774760228,6.717869758605957,9.586274147033691,,,,,,,,,,,,7.115839341589666e-08,,,0.0007746545123024,0.0004333401585042,,,,,,,6.294938
Llama3-8B,gaussian_uniform_ql1_direction_row_cnorm,3.036975431029353,8.564192771911621,12.06505012512207,,,,,,,,,,,,3.487302996305035e-06,,,0.0146533504791607,0.0222663935873516,,,,,,,3.036975
Llama3-8B,gaussian_uniform_ql1_direction_row_cnorm,3.5332347692465134,7.222134590148926,10.268165588378906,,,,,,,,,,,,1.8006767432524709e-06,,,0.0077402525930665,0.0114894880401191,,,,,,,3.533235
Llama3-8B,gaussian_uniform_ql1_direction_row_cnorm,5.124666221393119,6.375191688537598,9.132769584655762,,,,,,,,,,,,2.300756260447801e-07,,,0.0016406767991351,0.0014584743360578,,,,,,,5.124666
Llama3-8B,gaussian_uniform_ql1_direction_row_cnorm,6.284845220327163,6.310503959655762,9.070112228393556,,,,,,,,,,,,7.696704254201958e-08,,,0.0010965840447982,0.0004862010132901,,,,,,,6.284845
Llama3-8B,gaussian_uniform_ql1_direction_row_rnorm,3.049714196507843,8.085525512695312,11.408661842346191,,,,,,,,,,,,3.4831516407687394e-06,,,0.0158065514853141,0.0221949862410453,,,,,,,3.049714
Llama3-8B,gaussian_uniform_ql1_direction_row_rnorm,3.546187910402878,7.049871444702148,10.072300910949709,,,,,,,,,,,,1.7908688891452202e-06,,,0.0082476656293043,0.0114120600858742,,,,,,,3.546188
Llama3-8B,gaussian_uniform_ql1_direction_row_rnorm,5.135763569852067,6.337596416473389,9.100058555603027,,,,,,,,,,,,2.1536968200381645e-07,,,0.0012720507458133,0.0013743204689731,,,,,,,5.135764
Llama3-8B,gaussian_uniform_ql1_direction_row_rnorm,6.2901335004622565,6.284001350402832,9.033129692077637,,,,,,,,,,,,6.511561661520693e-08,,,0.0006251674414394,0.0004169732810614,,,,,,,6.290134
Llama3-8B,jpeg,3.987646982073784,185.6202545166016,158.5798797607422,,,,,,,,,,,,,,,,,,,,,,,3.987647
Llama3-8B,jpeg,4.281202387351256,159.59486389160156,129.01930236816406,,,,,,,,,,,,,,,,,,,,,,,4.281202
Llama3-8B,jpeg,4.585513400343748,105.1854019165039,98.25586700439452,,,,,,,,,,,,,,,,,,,,,,,4.585513
Llama3-8B,jpeg,4.658238676878122,65.63497924804688,64.59192657470703,,,,,,,,,,,,,,,,,,,,,,,4.658239
Llama3-8B,jpeg,4.776555401774553,43.87761306762695,42.67226028442383,,,,,,,,,,,,,,,,,,,,,,,4.776555
Llama3-8B,jpeg,4.893594532058789,95.52615356445312,88.06645965576172,,,,,,,,,,,,,,,,,,,,,,,4.893595
Llama3-8B,jpeg,4.985218212008476,46.10627365112305,49.22968292236328,,,,,,,,,,,,,,,,,,,,,,,4.985218
Llama3-8B,jpeg,5.1147917566391135,35.338462829589844,36.107940673828125,,,,,,,,,,,,,,,,,,,,,,,5.114792
Llama3-8B,jpeg,5.189791090213335,82.0183334350586,78.93063354492188,,,,,,,,,,,,,,,,,,,,,,,5.189791
Llama3-8B,jpeg,5.2905509403118725,10.407979011535645,13.983037948608398,,,,,,,,,,,,,,,,,,,,,,,5.290551
Llama3-8B,jpeg,5.3184033162318745,42.3524284362793,46.0468864440918,,,,,,,,,,,,,,,,,,,,,,,5.318403
Llama3-8B,jpeg,5.46965098954164,31.2313289642334,33.4865608215332,,,,,,,,,,,,,,,,,,,,,,,5.469651
Llama3-8B,jpeg,5.64035877929284,41.5023078918457,45.701053619384766,,,,,,,,,,,,,,,,,,,,,,,5.640359
Llama3-8B,jpeg,5.662835874236547,10.046300888061523,13.383070945739746,,,,,,,,,,,,,,,,,,,,,,,5.662836
Llama3-8B,jpeg,5.831048077115645,26.835485458374023,28.92975807189941,,,,,,,,,,,,,,,,,,,,,,,5.831048
Llama3-8B,jpeg,6.05232325884012,9.555727005004885,13.188050270080566,,,,,,,,,,,,,,,,,,,,,,,6.052323
Llama3-8B,jpeg,6.179055668986761,27.23428726196289,28.5236759185791,,,,,,,,,,,,,,,,,,,,,,,6.179056
Llama3-8B,jpeg,6.192359139139835,7.049298286437988,10.147482872009276,,,,,,,,,,,,,,,,,,,,,,,6.192359
Llama3-8B,jpeg,6.447186388648474,9.308905601501465,12.915696144104004,,,,,,,,,,,,,,,,,,,,,,,6.447186
Llama3-8B,jpeg,6.577107589978438,27.398962020874023,30.23558235168457,,,,,,,,,,,,,,,,,,,,,,,6.577108
Llama3-8B,jpeg,6.61855241885552,6.992685794830322,10.04094123840332,,,,,,,,,,,,,,,,,,,,,,,6.618552
Llama3-8B,jpeg,6.825313497048158,9.220647811889648,12.85382080078125,,,,,,,,,,,,,,,,,,,,,,,6.825313
Llama3-8B,jpeg,7.0618118196725845,6.94635009765625,9.978989601135254,,,,,,,,,,,,,,,,,,,,,,,7.061812
Llama3-8B,jpeg,7.2549541764534435,9.419669151306152,12.877095222473145,,,,,,,,,,,,,,,,,,,,,,,7.254954
Llama3-8B,jpeg,7.508766256845915,6.921347618103027,9.941094398498535,,,,,,,,,,,,,,,,,,,,,,,7.508766
Llama3-8B,jpeg,7.934275794487733,6.906991958618164,9.921934127807615,,,,,,,,,,,,,,,,,,,,,,,7.934276
Llama3-8B,jpeg,8.415555568841787,7.030714988708496,10.040072441101074,,,,,,,,,,,,,,,,,,,,,,,8.415556
Llama3-8B,jpeg128,4.658238676878122,65.63497924804688,64.59192657470703,,,,,,,,,,,,,,,,,,,,,,,4.658239
Llama3-8B,jpeg128,4.776555401774553,43.87761306762695,42.67226028442383,,,,,,0.4560505022554794,,,,,,,,,,,,,,,,,4.776555
Llama3-8B,jpeg128,5.2905509403118725,10.407979011535645,13.983037948608398,,,,,,0.6279257680479335,,,,,,,,,,,,,,,,,5.290551
Llama3-8B,jpeg128,6.192359139139835,7.049298286437988,10.147482872009276,,,,,,0.7153299482726247,,,,,,,,,,,,,,,,,6.192359
Llama3-8B,jpeg128_scaleh,3.258849548605772,3903.748046875,3437.84814453125,,,,,,,,,,,,,,,,,,,,,,,3.25885
Llama3-8B,jpeg128_scaleh,3.638583374711184,118.82975769042967,114.97012329101562,,,,,,,,,,,,,,,,,,,,,,,3.638583
Llama3-8B,jpeg128_scaleh,4.074276814093957,23.16714859008789,27.766271591186523,,,,,,,,,,,,,,,,,,,,,,,4.074277
Llama3-8B,jpeg128_scaleh,4.795297612364475,10.171978950500488,13.691722869873049,,,,,,,,,,,,,,,,,,,,,,,4.795298
Llama3-8B,jpeg96,4.658238676878122,65.63497924804688,64.59192657470703,,,,,,,,,,,,,,,,,,,,,,,4.658239
Llama3-8B,jpeg96,4.985218212008476,46.10627365112305,49.22968292236328,,,,,,,,,,,,,,,,,,,,,,,4.985218
Llama3-8B,jpeg96,5.3184033162318745,42.3524284362793,46.0468864440918,,,,,,,,,,,,,,,,,,,,,,,5.318403
Llama3-8B,jpeg96,5.64035877929284,41.5023078918457,45.701053619384766,,,,,,,,,,,,,,,,,,,,,,,5.640359
Llama3-8B,jpeg97,4.776555401774553,43.87761306762695,42.67226028442383,,,,,,,,,,,,,,,,,,,,,,,4.776555
Llama3-8B,jpeg97,5.1147917566391135,35.338462829589844,36.107940673828125,,,,,,,,,,,,,,,,,,,,,,,5.114792
Llama3-8B,jpeg97,5.46965098954164,31.2313289642334,33.4865608215332,,,,,,,,,,,,,,,,,,,,,,,5.469651
Llama3-8B,jpeg97,5.831048077115645,26.835485458374023,28.92975807189941,,,,,,,,,,,,,,,,,,,,,,,5.831048
Llama3-8B,jpeg97,6.179055668986761,27.23428726196289,28.5236759185791,,,,,,,,,,,,,,,,,,,,,,,6.179056
Llama3-8B,jpeg97,6.577107589978438,27.398962020874023,30.23558235168457,,,,,,,,,,,,,,,,,,,,,,,6.577108
Llama3-8B,jpeg98,5.2905509403118725,10.407979011535645,13.983037948608398,,,,,,,,,,,,,,,,,,,,,,,5.290551
Llama3-8B,jpeg98,5.662835874236547,10.046300888061523,13.383070945739746,,,,,,,,,,,,,,,,,,,,,,,5.662836
Llama3-8B,jpeg98,6.05232325884012,9.555727005004885,13.188050270080566,,,,,,,,,,,,,,,,,,,,,,,6.052323
Llama3-8B,jpeg98,6.447186388648474,9.308905601501465,12.915696144104004,,,,,,,,,,,,,,,,,,,,,,,6.447186
Llama3-8B,jpeg98,6.825313497048158,9.220647811889648,12.85382080078125,,,,,,,,,,,,,,,,,,,,,,,6.825313
Llama3-8B,jpeg98,7.2549541764534435,9.419669151306152,12.877095222473145,,,,,,,,,,,,,,,,,,,,,,,7.254954
Llama3-8B,jpeg99,6.192359139139835,7.049298286437988,10.147482872009276,,,,,,,,,,,,,,,,,,,,,,,6.192359
Llama3-8B,jpeg99,6.61855241885552,6.992685794830322,10.04094123840332,,,,,,,,,,,,,,,,,,,,,,,6.618552
Llama3-8B,jpeg99,7.0618118196725845,6.94635009765625,9.978989601135254,,,,,,,,,,,,,,,,,,,,,,,7.061812
Llama3-8B,jpeg99,7.508766256845915,6.921347618103027,9.941094398498535,,,,,,,,,,,,,,,,,,,,,,,7.508766
Llama3-8B,jpeg99,7.934275794487733,6.906991958618164,9.921934127807615,,,,,,,,,,,,,,,,,,,,,,,7.934276
Llama3-8B,jpeg99,8.415555568841787,7.030714988708496,10.040072441101074,,,,,,,,,,,,,,,,,,,,,,,8.415556
Llama3-8B,noLN(cnorm)_ql,2.2618985913980465,14.41500473022461,19.28919219970703,,,,,,,,,,,,,,,,,,,,,,,2.261899
Llama3-8B,noLN(cnorm)_ql,2.630662464035245,8.993558883666992,12.891607284545898,,,,,,,,,,,,,,,,,,,,,,,2.630662
Llama3-8B,noLN(cnorm)_ql,3.133264168237264,7.395212173461914,10.514412879943848,,,,,,,,,,,,,,,,,,,,,,,3.133264
Llama3-8B,noLN(cnorm)_ql,3.919545636440699,6.595209121704102,9.458232879638672,,,,,,,,,,,,,,,,,,,,,,,3.919546
Llama3-8B,noLN(cnorm)_ql,4.77073963244374,6.327694892883301,9.096023559570312,,,,,,,,,,,,,,,,,,,,,,,4.77074
Llama3-8B,noLN(cnorm)_ql,5.971595699683978,6.219457149505615,8.97179126739502,,,,,,,,,,,,,,,,,,,,,,,5.971596
Llama3-8B,noLN(cnorm)_ql_cnorm,2.3003745352706084,10.492900848388672,14.60989475250244,,,,,,,,,,,,1.0079250414672349e-05,,,,0.0645268055310365,,,,,,,2.300375
Llama3-8B,noLN(cnorm)_ql_cnorm,2.6688270604667754,7.994186878204346,11.452549934387209,,,,,,,,,,,,6.061868871412366e-06,,,,0.0387597645212036,,,,,,,2.668827
Llama3-8B,noLN(cnorm)_ql_cnorm,3.169063503209215,6.959966659545898,10.009515762329102,,,,,,,,,,,,3.036836820201872e-06,,,,0.0194126406612877,,,,,,,3.169064
Llama3-8B,noLN(cnorm)_ql_cnorm,3.957828173557153,6.481596946716309,9.29636573791504,,,,,,,,,,,,1.0099556228079149e-06,,,,0.0064552598464965,,,,,,,3.957828
Llama3-8B,noLN(cnorm)_ql_cnorm,4.8019039040574665,6.2798333168029785,9.034295082092283,,,,,,,,,,,,3.128589734502363e-07,,,,0.0019995215482665,,,,,,,4.801904
Llama3-8B,noLN(cnorm)_ql_cnorm,5.99079430103302,6.2032470703125,8.957718849182129,,,,,,,,,,,,7.54027873099374e-08,,,,0.0004807106215069,,,,,,,5.990794
Llama3-8B,noLN(rnorm)_ql,2.248782891780138,15.286712646484377,20.43148803710937,,,,,,,,,,,,,,,,,,,,,,,2.248783
Llama3-8B,noLN(rnorm)_ql,2.621895562284268,9.120073318481444,12.758785247802734,,,,,,,,,,,,,,,,,,,,,,,2.621896
Llama3-8B,noLN(rnorm)_ql,3.1234060876931133,7.695687770843506,10.948665618896484,,,,,,,,,,,,,,,,,,,,,,,3.123406
Llama3-8B,noLN(rnorm)_ql,3.914100748558457,6.528152942657471,9.374475479125977,,,,,,,,,,,,,,,,,,,,,,,3.914101
Llama3-8B,noLN(rnorm)_ql,4.750678867674791,6.370039939880371,9.168923377990724,,,,,,,,,,,,,,,,,,,,,,,4.750679
Llama3-8B,noLN(rnorm)_ql,5.927305689797952,6.317091941833496,9.086195945739746,,,,,,,,,,,,,,,,,,,,,,,5.927306
Llama3-8B,noLN(rnorm)_ql_rnorm,2.288672292461762,9.970658302307127,13.95385456085205,,,,,,,,,,,,1.0516956992253548e-05,,,,0.0671313370537693,,,,,,,2.288672
Llama3-8B,noLN(rnorm)_ql_rnorm,2.6631972652215223,7.98696231842041,11.319727897644045,,,,,,,,,,,,6.2448818740452775e-06,,,,0.0398582749095602,,,,,,,2.663197
Llama3-8B,noLN(rnorm)_ql_rnorm,3.16419231504775,7.211918830871582,10.274466514587402,,,,,,,,,,,,3.1378442803414305e-06,,,,0.0200209559009705,,,,,,,3.164192
Llama3-8B,noLN(rnorm)_ql_rnorm,3.95526386009386,6.398135662078857,9.21838665008545,,,,,,,,,,,,1.0350217023276268e-06,,,,0.0066044404369537,,,,,,,3.955264
Llama3-8B,noLN(rnorm)_ql_rnorm,4.788942653112686,6.296072959899902,9.07998275756836,,,,,,,,,,,,3.254176046792072e-07,,,,0.0020743673509199,,,,,,,4.788943
Llama3-8B,noLN(rnorm)_ql_rnorm,5.959188748724186,6.267486095428467,9.023785591125488,,,,,,,,,,,,7.43026407837086e-08,,,,0.0004728694318251,,,,,,,5.959189
Llama3-8B,noLN_ql,2.24030120506023,13.986331939697266,18.873119354248047,,,,,,,,,,,,1.0256722426596265e-05,,,,,,,,,,,2.240301
Llama3-8B,noLN_ql,2.610776674002409,8.919756889343262,12.743402481079102,,,,,,,,,,,,6.187586130852634e-06,,,,,,,,,,,2.610777
Llama3-8B,noLN_ql,3.113198435220581,7.352384567260742,10.503198623657228,,,,,,,,,,,,3.080832055110031e-06,,,,,,,,,,,3.113198
Llama3-8B,noLN_ql,3.904266373182719,6.505380153656006,9.301528930664062,,,,,,,,,,,,1.0256223681619322e-06,,,,,,,,,,,3.904266
Llama3-8B,noLN_ql,4.754097373726276,6.27158260345459,9.04131317138672,,,,,,,,,,,,3.178834124475735e-07,,,,,,,,,,,4.754097
Llama3-8B,noLN_ql,5.921995556125274,6.209350109100342,8.957887649536133,,,,,,,,,,,,9.836925760278513e-08,,,,,,,,,,,5.921996
Llama3-8B,noLN_ql_cnorm,2.289133340263596,10.666836738586426,14.887120246887209,,,,,,,,,,,,1.0308602519706676e-05,,,0.0347452736137451,0.0660161433177283,,,,,,,2.289133
Llama3-8B,noLN_ql_cnorm,2.6591954238426228,8.078927993774414,11.50760555267334,,,,,,,,,,,,6.196705528260793e-06,,,0.0208023545242862,0.0396450664266012,,,,,,,2.659195
Llama3-8B,noLN_ql_cnorm,3.1584475877193303,7.002579212188721,10.032973289489746,,,,,,,,,,,,3.0870104199383245e-06,,,0.0104257968456035,0.0197481829214106,,,,,,,3.158448
Llama3-8B,noLN_ql_cnorm,3.95117003742892,6.385018825531006,9.195502281188965,,,,,,,,,,,,1.0274456347253008e-06,,,0.003438060535765,0.0065702308879386,,,,,,,3.95117
Llama3-8B,noLN_ql_cnorm,4.795334303608308,6.233510971069336,8.992231369018555,,,,,,,,,,,,3.172145860387874e-07,,,0.0010881001291116,0.0020280907837541,,,,,,,4.795334
Llama3-8B,noLN_ql_cnorm,5.95605450324141,6.200721740722656,8.94871711730957,,,,,,,,,,,,9.794143269373865e-08,,,0.0004043723668019,0.0006253473428702,,,,,,,5.956055
Llama3-8B,noLN_ql_ldlq128_rnorm_ft,2.304489937396004,8.383620262145996,11.709465026855469,,,,,,0.6833667314355697,0.6580170547928692,,0.5060532687651331,,,1.196301215258608e-05,,,0.0238501489583151,0.0763146225586891,,,,,,,2.30449
Llama3-8B,noLN_ql_ldlq128_rnorm_ft,2.6709267600224567,7.281033039093018,10.43946361541748,,,,,,,,,,,,7.244153307986232e-06,,,0.0143226301923147,0.0461596528968164,,,,,,,2.670927
Llama3-8B,noLN_ql_ldlq128_rnorm_ft,3.166078210163575,6.6728997230529785,9.590490341186523,,,,,,0.7161412997499161,0.6937438534893993,,0.5948582822959693,,,3.644719584190608e-06,,,0.007167757287464,0.023178890597102,,,,,,,3.166078
Llama3-8B,noLN_ql_ldlq128_rnorm_ft,3.9576182515861897,6.302016735076904,9.088456153869627,,,,,,0.7296775688810542,0.7075468155997764,,0.6136590229312063,,,1.2143464986731526e-06,,,0.0023796904180975,0.0077289885260912,,,,,,,3.957618
Llama3-8B,noLN_ql_ldlq128_rnorm_ft,4.7983557773897285,6.188497066497803,8.94457721710205,,,,,,0.7285527758501932,0.7070907998977328,,0.6235578977353653,,,3.800877022307726e-07,,,0.0007422909810941,0.0024084194879273,,,,,,,4.798356
Llama3-8B,noLN_ql_ldlq128_rnorm_ft,5.958012668272624,6.158156871795654,8.902084350585938,,,,,,0.7277916400982126,0.7066722805770972,,0.6180743483834211,,,1.241505423209811e-07,,,0.0002455258434354,0.0007691069418587,,,,,,,5.958013
Llama3-8B,noLN_ql_lnorm,2.2777102158333244,10.724150657653809,15.00998592376709,,,,,,,,,,,,1.0311785765510375e-05,,,0.0356430897853507,0.0659514590291879,,,,,,,2.27771
Llama3-8B,noLN_ql_lnorm,2.647843397867221,8.131964683532715,11.651673316955566,,,,,,,,,,,,6.199456788881828e-06,,,0.0213423459608748,0.0396009896492334,,,,,,,2.647843
Llama3-8B,noLN_ql_lnorm,3.1474098478658843,7.04456090927124,10.10838222503662,,,,,,,,,,,,3.090024703291159e-06,,,0.0107191358411,0.0197308518623825,,,,,,,3.14741
Llama3-8B,noLN_ql_lnorm,3.939888150073015,6.401770114898682,9.214550018310549,,,,,,,,,,,,1.0288231647811367e-06,,,0.0035345008890804,0.0065664979987419,,,,,,,3.939888
Llama3-8B,noLN_ql_lnorm,4.784925724451359,6.268852710723877,9.045860290527344,,,,,,,,,,,,3.178452590568704e-07,,,0.0011278782805805,0.0020267672713229,,,,,,,4.784926
Llama3-8B,noLN_ql_lnorm,5.94821859523654,6.203021049499512,8.947669982910156,,,,,,,,,,,,9.813962904089338e-08,,,0.0004216408262241,0.0006249349753138,,,,,,,5.948219
