module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,28147.361328125,2.717515754699707,2.991853882666348,,,,0.0002881920081563294,0.13089707493782043,0.017137570306658745,0.6428
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,101386.640625,2.719038645426432,2.750288645426432,,,,5.496283120010048e-05,0.13860942423343658,0.019276272505521774,0.232
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,108846.0703125,2.921388626098633,2.952638626098633,,,,4.41594238509424e-05,0.14699150621891022,0.021614283323287964,0.2604
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,105826.6484375,2.8394815656873913,2.8707315656873913,,,,5.583757592830807e-05,0.14683020114898682,0.02160739339888096,0.1545
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,109366.4765625,2.9355055491129556,2.9667555491129556,,,,4.14178502978757e-05,0.14628665149211884,0.021416783332824707,0.1601
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,216358.640625,2.9189268747965493,2.9345518747965493,,,,3.710661985678598e-05,0.14640124142169952,0.02145923115313053,0.1994
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,429826.28125,2.899321026272244,2.914946026272244,,,,2.5001012545544654e-05,0.14690914750099182,0.021611176431179047,0.1826
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,22699.8984375,2.7553586959838867,2.7709836959838867,,,,0.0001098965949495323,0.14835236966609955,0.02203529328107834,0.2456
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,431662.46875,2.9117734697129993,2.9273984697129993,,,,2.5230365281458944e-05,0.1468515694141388,0.02160841040313244,0.1609
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,441563.0625,2.9789161682128906,2.9945411682128906,,,,1.9531820726115257e-05,0.1469348669052124,0.021628418937325478,0.2131
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,865610.875,2.927337222629123,2.935149722629123,,,,1.824959326768294e-05,0.14690624177455902,0.021629219874739647,0.1841
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1748458.5,2.9565607706705728,2.9643732706705728,,,,1.3581437997345347e-05,0.1470692902803421,0.021650472655892372,0.2277
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,96641.2109375,2.9414432048797607,2.9492557048797607,,,,2.3728203814243898e-05,0.1476176381111145,0.021862460300326347,0.2374
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1759913.375,2.9759816063774958,2.9837941063774958,,,,1.0844004464161117e-05,0.14686191082000732,0.021687448024749756,0.3223
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1771311.0,2.995305379231771,3.003117879231771,,,,9.25301355891861e-06,0.14680610597133636,0.021656734868884087,0.4835
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,3568908.75,3.0214951833089194,3.0254014333089194,,,,8.556591637898237e-06,0.14673586189746857,0.021664656698703766,0.5738
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,7178924.0,3.03891838921441,3.04282463921441,,,,6.514351298392285e-06,0.14690937101840973,0.021703658625483513,0.5458
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,387986.875,2.9561986923217773,2.9601049423217773,,,,2.324941669940017e-05,0.14703412353992462,0.021633204072713852,0.4313
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,7225025.5,3.058458752102322,3.062365002102322,,,,6.878769454488065e-06,0.14593879878520966,0.02163981832563877,0.8544
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,7122162.0,3.0148595174153647,3.0187657674153647,,,,3.7581194192171097e-06,0.1468442678451538,0.02156415395438671,0.5933
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,1512555.5,2.9522099609375,2.9542099609375,,,,0.00010434445721330121,0.14706452190876007,0.021627793088555336,0.4881
