module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",True,147,6422528,16,0,0,9408,294.0,12049.0927734375,1.2494783985371491,1.2807283985371491,,,,0.002299937652423978,0.36978304386138916,0.13672500848770142,0.6579
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,45223.11328125,1.1955054601033528,1.2267554601033528,,,,0.00047023160732351243,0.40542852878570557,0.16491711139678955,0.2132
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,50100.9296875,1.3278246985541449,1.3590746985541449,,,,0.0003991976263932884,0.44195133447647095,0.19539137184619904,0.2285
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,48048.44921875,1.2721476025051541,1.3033976025051541,,,,0.0004991602618247271,0.4390077292919159,0.19315935671329498,0.2132
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,50290.26953125,1.3329608705308702,1.3642108705308702,,,,0.0003880782751366496,0.44778600335121155,0.20067162811756134,0.2261
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,98785.1015625,1.3242336908976238,1.3398586908976238,,,,0.0003420903522055596,0.4445182681083679,0.19783517718315125,0.2389
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,196458.8125,1.3166965908474393,1.3323215908474393,,,,0.00023253701510839164,0.44803932309150696,0.20100778341293335,0.3268
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,9609.486328125,1.1574079990386963,1.1730329990386963,,,,0.0009211040451191366,0.4294935464859009,0.1846899688243866,0.2143
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,197648.84375,1.3247670067681208,1.3403920067681208,,,,0.00023503514239564538,0.448211669921875,0.20129458606243134,0.2208
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,205672.609375,1.3791816499498155,1.3948066499498155,,,,0.0001866496604634449,0.45422089099884033,0.2066851556301117,0.2488
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,398085.78125,1.3420334921942816,1.3498459921942816,,,,0.000172325293533504,0.45142731070518494,0.20423807203769684,0.4013
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,806971.8125,1.3603444629245334,1.3681569629245334,,,,0.00012972652621101588,0.4545302987098694,0.2067999541759491,0.2712
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,43699.55859375,1.3257921934127808,1.3336046934127808,,,,0.00022353656822815537,0.45308542251586914,0.20595993101596832,0.2285
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,810006.0,1.3654886881510417,1.3733011881510417,,,,0.00010435337026137859,0.45558294653892517,0.20870134234428406,0.2172
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,824903.625,1.3907464345296223,1.3985589345296223,,,,8.900809189071879e-05,0.45532095432281494,0.20832395553588867,0.334
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",True,2304,25088,16,0,0,1179648,4608.0,1663823.5,1.406534406873915,1.410440656873915,,,,8.30548960948363e-05,0.4571595788002014,0.21028882265090942,0.6887
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,3352914.5,1.4172441694471571,1.4211504194471571,,,,6.337986997095868e-05,0.45823317766189575,0.21116071939468384,0.8007
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",True,256,25088,16,0,0,131072,512.0,177561.171875,1.3507779836654663,1.3546842336654663,,,,0.00021880387794226408,0.4510655701160431,0.2035934329032898,0.6659
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,3388364.5,1.4322698381212022,1.4361760881212022,,,,6.726093124598265e-05,0.4563428461551666,0.21159517765045166,1.3425
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,3316209.0,1.4016863505045574,1.4055926005045574,,,,3.6853234632872045e-05,0.45984068512916565,0.2114645093679428,0.8032
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",True,512,512,16,8,0,512000,1024.0,691013.75,1.3369407048301092,1.34963623046875,,,,0.0010423108469694853,0.46480593085289,0.21604424715042114,1.1684
