lambda_tag,checkpoint_path,save_path,fp32_top1,compressed_top1,top1_drop,fp32_top5,compressed_top5,top5_drop,estimated_bits_per_param,actual_bits_per_param,estimated_compression_ratio,actual_compression_ratio,weighted_mse
lmbda100000,/home/jgryu/workspace/weight_compression/NWC/checkpoint/nwc_ql/block_seq_ql_random_scaler_meta-llama--Meta-Llama-3-8B__col_1024_gaussian_padding.pt/M16/lmbda100000_rdloss_ql_size16_encdim512_M16_Q4_R0_m0_batch_size2048_total_iter200000_lr0.0001_seed100/best_loss_model_loss_41.73451_bpp_6.45606_MSE_0.00034_total_iter_200000.pth.tar,resnet18_nwc_lambda_sweep/lmbda100000,69.764,69.698,0.0660000000000025,89.07,89.058,0.011999999999986244,6.38032145032003,,5.0154212838907855,,1.9157539370006716e-07
lmbda1000000,/home/jgryu/workspace/weight_compression/NWC/checkpoint/nwc_ql/block_seq_ql_random_scaler_meta-llama--Meta-Llama-3-8B__col_1024_gaussian_padding.pt/M16/lmbda1000000_rdloss_ql_size16_encdim512_M16_Q4_R0_m0_batch_size2048_total_iter200000_lr0.0001_seed100/best_loss_model_loss_428.76051_bpp_6.397_MSE_0.00041_total_iter_195000.pth.tar,resnet18_nwc_lambda_sweep/lmbda1000000,69.764,69.644,0.11999999999999034,89.07,89.048,0.02199999999999136,6.340566646827846,,5.046867540775624,,2.3656021452283975e-07
lmbda30,/home/jgryu/workspace/weight_compression/NWC/checkpoint/nwc_ql/block_seq_ql_random_scaler_meta-llama--Meta-Llama-3-8B__col_1024_gaussian_padding.pt/M16/lmbda30_rdloss_ql_size16_encdim512_M16_Q4_R0_m0_batch_size2048_total_iter200000_lr0.0001_seed100/best_loss_model_loss_3.46368_bpp_4.27494_MSE_0.02685_total_iter_95000.pth.tar,resnet18_nwc_lambda_sweep/lmbda30,69.764,68.012,1.7519999999999953,89.07,88.216,0.8539999999999992,5.009770001544771,,6.387518786318083,,3.839367722848084e-06
lmbda300,/home/jgryu/workspace/weight_compression/NWC/checkpoint/nwc_ql/block_seq_ql_random_scaler_meta-llama--Meta-Llama-3-8B__col_1024_gaussian_padding.pt/M16/lmbda300_rdloss_ql_size16_encdim512_M16_Q4_R0_m0_batch_size2048_total_iter200000_lr0.0001_seed100/best_loss_model_loss_5.32101_bpp_5.72603_MSE_0.00289_total_iter_95000.pth.tar,resnet18_nwc_lambda_sweep/lmbda300,69.764,69.206,0.5579999999999927,89.07,88.772,0.2979999999999876,6.406485091863652,,4.994938650624594,,5.378768053616983e-07
lmbda3000000,/home/jgryu/workspace/weight_compression/NWC/checkpoint/nwc_ql/block_seq_ql_random_scaler_meta-llama--Meta-Llama-3-8B__col_1024_gaussian_padding.pt/M16/lmbda3000000_rdloss_ql_size16_encdim512_M16_Q4_R0_m0_batch_size2048_total_iter200000_lr0.0001_seed100/best_loss_model_loss_1206.72184_bpp_6.38147_MSE_0.0004_total_iter_122500.pth.tar,resnet18_nwc_lambda_sweep/lmbda3000000,69.764,69.626,0.13799999999999102,89.07,88.978,0.09199999999999875,6.353018085944671,,5.036976058795796,,2.552338426805069e-07
lmbda50,/home/jgryu/workspace/weight_compression/NWC/checkpoint/nwc_ql/block_seq_ql_random_scaler_meta-llama--Meta-Llama-3-8B__col_1024_gaussian_padding.pt/M16/lmbda50_rdloss_ql_size16_encdim512_M16_Q4_R0_m0_batch_size2048_total_iter200000_lr0.0001_seed100/best_loss_model_loss_3.87239_bpp_4.65884_MSE_0.0162_total_iter_95000.pth.tar,resnet18_nwc_lambda_sweep/lmbda50,69.764,68.878,0.8859999999999957,89.07,88.554,0.5159999999999911,5.384282976899946,,5.9432240350829995,,2.3671772872519485e-06
