module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",True,147,6422528,16,0,13,9408,320.0,15810.3974609375,1.5127341270446777,1.6805269410010097,,,,0.005206231959164143,0.5563534498214722,0.30950281023979187,1.9485
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,53128.51171875,1.4099531173706055,1.4412031173706055,,,,0.0007667551981285214,0.5177101492881775,0.26891225576400757,5.0062
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,58267.37109375,1.5493535995483398,1.5806035995483398,,,,0.0005791962030343711,0.5323454141616821,0.2834935188293457,5.069
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,57367.0390625,1.5249305301242404,1.5561805301242404,,,,0.0009328230516985059,0.6001388430595398,0.3609732687473297,4.4444
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,56407.28125,1.4988954332139757,1.5301454332139757,,,,0.0004909546696580946,0.503653347492218,0.25386810302734375,1.3085
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,117421.59375,1.5770072937011719,1.5926322937011719,,,,0.0006396242533810437,0.6078293323516846,0.3699028491973877,1.6858
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,213213.828125,1.4303238126966689,1.4459488126966689,,,,0.00027470747590996325,0.4869736135005951,0.2374604493379593,7.4129
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,10301.5078125,1.2418832778930664,1.2575082778930664,,,,0.0011456513311713934,0.47899237275123596,0.2297137826681137,1.0938
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,217640.109375,1.460341453552246,1.475966453552246,,,,0.00028508942341431975,0.4936363697052002,0.24416330456733704,3.9827
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,222422.046875,1.4927710427178278,1.5083960427178278,,,,0.00020952850172761828,0.4812549352645874,0.23201987147331238,9.309
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,443601.9375,1.496371587117513,1.504184087117513,,,,0.00019917207828257233,0.48531946539878845,0.23605656623840332,9.5099
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,885518.0,1.4935133192274306,1.5013258192274306,,,,0.00014971954806242138,0.48830094933509827,0.23867130279541016,30.5471
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,45740.45703125,1.3880754709243774,1.3958879709243774,,,,0.00024760354426689446,0.4768526554107666,0.22813454270362854,2.0181
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,912742.0,1.5396694607204862,1.5474819607204862,,,,0.00013234383368398994,0.5130578279495239,0.26468077301979065,15.9311
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,907448.0625,1.5306940078735352,1.5385065078735352,,,,0.00010370491509092972,0.49147582054138184,0.24272195994853973,32.7454
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",True,2304,25088,16,0,0,1179648,4608.0,1873166.125,1.5839963489108615,1.5879025989108615,,,,0.00010500950884306803,0.5140435695648193,0.26587629318237305,36.2928
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,3602633.75,1.52308898501926,1.52699523501926,,,,7.456666207872331e-05,0.49702879786491394,0.24843139946460724,172.6005
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",True,256,25088,16,0,0,131072,512.0,186152.359375,1.4163235425949097,1.4202297925949097,,,,0.00024746195413172245,0.4796963334083557,0.23025935888290405,55.4898
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,3685811.5,1.5583443111843533,1.5622505611843533,,,,8.092448842944577e-05,0.5005531311035156,0.2545791268348694,257.8799
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,3702806.25,1.5655476252237956,1.5694538752237956,,,,4.6304052375489846e-05,0.5154418349266052,0.2656934857368469,528.7713
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",True,512,512,16,8,0,512000,1024.0,881936.0625,1.7068763611808655,1.7225313720703126,,,,0.0024970027152448893,0.7194189429283142,0.5175883769989014,130.9372
