module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",True,147,6422528,16,0,13,9408,320.0,22811.46875,2.1964324951171874,2.4246884300595237,,,,0.002113830065354705,0.35450634360313416,0.12566645443439484,1.4766
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,79778.0078125,2.132866965399848,2.164116965399848,,,,0.00027793055051006377,0.31169265508651733,0.09747432172298431,4.0207
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,84926.7109375,2.272534476386176,2.303784476386176,,,,0.00021968150394968688,0.32785162329673767,0.10752536356449127,5.1762
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,83721.6875,2.23984612358941,2.27109612358941,,,,0.00034991756547242403,0.36756569147109985,0.13540713489055634,4.443
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,84191.953125,2.2526028951009116,2.2838528951009116,,,,0.00018093919788952917,0.30575764179229736,0.09356196969747543,1.4492
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,169814.671875,2.2876338958740234,2.3032588958740234,,,,0.0002308101684320718,0.36512941122055054,0.13348044455051422,1.5947
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,331037.625,2.2293675740559897,2.2449925740559897,,,,9.676729678176343e-05,0.2890242636203766,0.08364681899547577,8.3848
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,17098.064453125,2.0715410709381104,2.0871660709381104,,,,0.00042824409320019186,0.29285192489624023,0.08586693555116653,0.6601
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,332577.5625,2.2398109436035156,2.2554359436035156,,,,0.00010373374971095473,0.2977670431137085,0.08884222060441971,3.4998
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,338516.6875,2.2800882127549915,2.2957132127549915,,,,7.287217886187136e-05,0.2838142216205597,0.08069447427988052,8.0676
