module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",True,147,6422528,16,0,0,9408,294.0,20009.27734375,2.0955864523543792,2.1268364523543792,,,,0.0008446755819022655,0.22409595549106598,0.05021364986896515,0.853
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,77475.7734375,2.0704148610432944,2.1016648610432944,,,,0.00015802850248292089,0.23503145575523376,0.05542291700839996,0.5762
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,82389.28125,2.2037022908528647,2.2349522908528647,,,,0.00013085278624203056,0.25303009152412415,0.06404724717140198,0.2637
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,80704.453125,2.1579984029134116,2.1892484029134116,,,,0.0001652106293477118,0.25256380438804626,0.06393133103847504,0.3324
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,82465.03125,2.2057571411132812,2.2370071411132812,,,,0.0001253699738299474,0.2545117139816284,0.06482764333486557,0.3084
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,163745.359375,2.2053135765923395,2.2209385765923395,,,,0.00011149519559694454,0.25377407670021057,0.06447909027338028,0.3625
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,326359.59375,2.1976426442464194,2.2132676442464194,,,,7.407605153275654e-05,0.252876877784729,0.06403223425149918,0.2381
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,16873.9296875,2.0441808700561523,2.0598058700561523,,,,0.0003207764821127057,0.25345662236213684,0.06431867927312851,0.2859
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,326581.59375,2.199148178100586,2.214773178100586,,,,7.520789949921891e-05,0.25354108214378357,0.06441141664981842,0.2413
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,333934.21875,2.2490113576253257,2.2646363576253257,,,,5.852039248566143e-05,0.25433558225631714,0.0648021474480629,0.2412
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,655427.0,2.2146369086371527,2.2224494086371527,,,,5.4354877647710964e-05,0.25353217124938965,0.06442080438137054,0.2324
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1319486.125,2.229271994696723,2.237084494696723,,,,4.0535436710342765e-05,0.25407734513282776,0.06461845338344574,0.5947
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,72645.8046875,2.2091615200042725,2.2169740200042725,,,,7.026865932857618e-05,0.25403088331222534,0.06474344432353973,0.2451
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1318865.75,2.2282201978895397,2.2360326978895397,,,,3.247585482313298e-05,0.25415265560150146,0.06495002657175064,0.4678
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1334812.125,2.255256017049154,2.263068517049154,,,,2.7706559194484726e-05,0.25403544306755066,0.06484736502170563,0.4373
