weight_bw,fp32_top1,baseline_weight_only_top1,adaround_weight_only_top1,baseline_drop,adaround_drop,adaround_gain,elapsed_sec
4,80.4964,56.0679,78.7006,24.4285,1.7958,22.6327,1837.25
