iter,Test Loss,Test MSE,Best Loss,Best MSE
1,2.6617486453056336,2.671991031723704,2.6617486453056336,2.671991031723704
50000,0.01578000426059589,0.015747023692954446,0.01578000426059589,0.015747023692954446
100000,0.01387312738969922,0.013861533561287498,0.01387312738969922,0.013861533561287498
150000,0.013444313527550548,0.013430167791719403,0.013444313527550548,0.013430167791719403
200000,0.013364500893745572,0.013340600700386961,0.013364500893745572,0.013340600700386961
250000,0.013083456935826689,0.013069333994179226,0.013083456935826689,0.013069333994179226
300000,0.012864567574579268,0.012851637762702803,0.012864567574579268,0.012851637762702803
350000,0.012824157466646283,0.012793070775328395,0.012824157466646283,0.012793070775328395
400000,0.012516887415666133,0.012506562694215285,0.012516887415666133,0.012506562694215285
450000,0.012529585586395114,0.012501052326689679,0.012516887415666133,0.012501052326689679
500000,0.012557585997506976,0.01252877564965729,0.012516887415666133,0.012501052326689679
550000,0.012448954724241047,0.01243010474861783,0.012448954724241047,0.01243010474861783
600000,0.012392797756474465,0.012372894337800084,0.012392797756474465,0.012372894337800084
650000,0.012397861537057906,0.012376936801595847,0.012392797756474465,0.012372894337800084
700000,0.012332969542592763,0.012316051204207177,0.012332969542592763,0.012316051204207177
750000,0.012693074861075728,0.01266444219163803,0.012332969542592763,0.012316051204207177
800000,0.012392043964006007,0.012362574683687295,0.012332969542592763,0.012316051204207177
850000,0.012456174390390515,0.0124255788115826,0.012332969542592763,0.012316051204207177
