iter,TEST BPP,TEST MSE,TEST loss,Best Loss,Best BPP,Best MSE
1,5.40625,2.067171427948734,62020.52348828125,62020.52348828125,5.40625,2.067171427948734
10000,5.84553125,0.00116687463013362,40.48243527793884,40.48243527793884,5.40625,0.00116687463013362
20000,6.146265625,0.0006318630608782206,24.863841661453247,24.863841661453247,5.40625,0.0006318630608782206
30000,6.25121875,0.0005030368787230331,21.206284435272217,21.206284435272217,5.40625,0.0005030368787230331
40000,6.3319375,0.0005507284957764053,22.7670285320282,21.206284435272217,5.40625,0.0005030368787230331
50000,6.385984375,0.00040007138802566314,18.329134753227233,18.329134753227233,5.40625,0.00040007138802566314
60000,6.44665625,0.0003999589738872353,18.399111548423768,18.329134753227233,5.40625,0.0003999589738872353
70000,6.481609375,0.0002873728307177046,15.065293035507203,15.065293035507203,5.40625,0.0002873728307177046
80000,6.528078125,0.00031170503061149035,15.846364379882813,15.065293035507203,5.40625,0.0002873728307177046
90000,6.54771875,0.00029106395370079205,15.24976327419281,15.065293035507203,5.40625,0.0002873728307177046
100000,6.543921875,0.0003485010621248648,16.97105799102783,15.065293035507203,5.40625,0.0002873728307177046
110000,6.57625,0.00026657833051608554,14.546421008110046,14.546421008110046,5.40625,0.00026657833051608554
120000,6.59934375,0.0002673822445012121,14.595267271995544,14.546421008110046,5.40625,0.00026657833051608554
130000,6.607171875,0.00037727042732204984,17.8996464509964,14.546421008110046,5.40625,0.00026657833051608554
140000,6.633265625,0.0003727941919595619,17.792148419380187,14.546421008110046,5.40625,0.00026657833051608554
150000,6.6221875,0.0003018479284067845,15.65195313167572,14.546421008110046,5.40625,0.00026657833051608554
160000,6.643953125,0.0002498200125176162,14.112382995605468,14.112382995605468,5.40625,0.0002498200125176162
170000,6.644234375,0.00022138088271982627,13.258976975440978,13.258976975440978,5.40625,0.00022138088271982627
180000,6.65515625,0.00027562778791488554,14.896392548561096,13.258976975440978,5.40625,0.00022138088271982627
