qtip_key,nwc_key,qtip_bpp,nwc_bpp,n_tasks,qtip_mean,nwc_mean,mean_diff_nwc_minus_qtip,t_stat,p_value
2.0,30.0,2.0,2.3015328621482833,6,0.6597385223710285,0.65743421345742,-0.0023043089136084625,-0.27729230094061413,0.7926547869555651
3.0,75.0,3.0,2.9666457464202094,6,0.6997020600210208,0.6964688184848814,-0.0032332415361393807,-1.481658454039986,0.19852367620565356
4.0,300.0,4.0,3.954826640797994,6,0.7071638526254186,0.7089542014484403,0.001790348823021833,0.6181926049097901,0.5635173237106558
5.0,1000.0,5.0,4.77782450354873,6,0.70813851698124,0.7091930039751276,0.001054486993887623,0.4676321292649512,0.6597205489395965
6.0,10000.0,6.0,5.9810235201596065,6,0.7095883221978797,0.708718325348757,-0.0008699968491227931,-0.39439461546508386,0.7095500982916397
