module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,50413.9453125,4.891986846923828,5.358625139508929,,,,1.838375646912027e-05,0.03306024894118309,0.0011810905998572707,0.8447
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,184197.46875,4.965426127115886,4.996676127115886,,,,3.5327439036336727e-06,0.03514100983738899,0.0012389849871397018,0.3356
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,188352.734375,5.078144921196832,5.109394921196832,,,,2.5346978418383515e-06,0.03521629795432091,0.0012406338937580585,0.3374
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,186140.3125,5.018129136827257,5.049379136827257,,,,3.204180529792211e-06,0.03517309948801994,0.0012399175902828574,0.41
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,188791.46875,5.0900463528103295,5.1212963528103295,,,,2.416593360976549e-06,0.035335611552000046,0.0012495977571234107,0.4073
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,374655.5625,5.065966288248698,5.081591288248698,,,,2.1506866687559523e-06,0.03524584695696831,0.0012437694240361452,0.3471
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,751481.1875,5.080682966444227,5.096307966444227,,,,1.4228401141735958e-06,0.03504675254225731,0.001229920075275004,0.3783
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,41501.296875,5.050451278686523,5.066076278686523,,,,6.230176040844526e-06,0.03532258793711662,0.0012492085807025433,0.3874
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,750749.625,5.075721740722656,5.091346740722656,,,,1.4435820503422292e-06,0.035126689821481705,0.001236348063685,0.2221
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,755561.4375,5.108353932698567,5.123978932698567,,,,1.1177924079674995e-06,0.03515070304274559,0.001237779390066862,0.2771
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,1490893.875,5.047573089599609,5.055385589599609,,,,1.0382769914940582e-06,0.03504050895571709,0.0012305546551942825,0.1868
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3007935.5,5.091904534233941,5.099717034233941,,,,7.743214496258588e-07,0.0351162850856781,0.0012343632988631725,0.2148
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,168774.6875,5.142782211303711,5.150594711303711,,,,1.3502019555744482e-06,0.0352131687104702,0.001244035898707807,0.2007
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3014230.0,5.102576361762153,5.110388861762153,,,,6.184787366692035e-07,0.035073261708021164,0.0012369254836812615,0.1972
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3016008.0,5.1055908203125,5.1134033203125,,,,5.291501565807266e-07,0.0351068452000618,0.0012384789297357202,0.1981
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,6041680.5,5.117689768473308,5.121596018473308,,,,4.867011398346222e-07,0.03499576821923256,0.001232291222549975,0.2601
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,12159948.0,5.1501515706380205,5.1540578206380205,,,,3.7063367130940605e-07,0.03504138067364693,0.0012348283780738711,0.3857
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,674662.8125,5.143362522125244,5.147268772125244,,,,1.3336150459508644e-06,0.035214975476264954,0.0012409070041030645,0.2619
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,12133274.0,5.138845655653212,5.142751905653212,,,,3.9132052620516333e-07,0.03480781242251396,0.0012310495367273688,0.3512
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,11942963.0,5.058181338840061,5.062087588840061,,,,2.1304978758962534e-07,0.03496318310499191,0.0012224834645166993,0.323
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,2643208.75,5.16051708984375,5.16251708984375,,,,5.989534656691831e-06,0.03523464500904083,0.0012414689408615232,0.3168
