weight_bw,fp32_top1,baseline_weight_only_top1,adaround_weight_only_top1,baseline_drop,adaround_drop,adaround_gain,elapsed_sec
2,80.4964,0.0877,28.8823,80.4087,51.614,28.7946,1854.21
