module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",True,147,6422528,16,0,0,9408,294.0,26524.0859375,2.7880618556016157,2.8193118556016157,,,,0.00038196411333046854,0.15069550275802612,0.02270672470331192,0.6388
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,102314.0234375,2.7441955142550998,2.7754455142550998,,,,6.561433110618964e-05,0.1514459103345871,0.023011907935142517,0.2779
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,107002.890625,2.8713891771104603,2.9026391771104603,,,,5.279631295707077e-05,0.16072463989257812,0.02584169991314411,0.2661
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,105224.9609375,2.8231597476535373,2.8544097476535373,,,,6.690978625556454e-05,0.16072997450828552,0.02589198760688305,0.2391
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,107087.8359375,2.8736934661865234,2.9049434661865234,,,,5.018948286306113e-05,0.16103385388851166,0.02595251239836216,0.2288
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,213044.203125,2.873971939086914,2.889596939086914,,,,4.4371510739438236e-05,0.1600925326347351,0.02566060610115528,0.2264
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,424366.46875,2.8622943030463324,2.8779193030463324,,,,2.9867062039556913e-05,0.16057074069976807,0.025817448273301125,0.2564
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,22377.283203125,2.7159769535064697,2.7316019535064697,,,,0.00013281471910886467,0.1630893051624298,0.026630587875843048,0.2409
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,425297.90625,2.8686110178629556,2.8842360178629556,,,,3.0221708584576845e-05,0.1607223004102707,0.02588322013616562,0.2258
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,431531.5625,2.910885704888238,2.926510704888238,,,,2.3460468582925387e-05,0.16103553771972656,0.025978781282901764,0.3781
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,851718.625,2.8802307976616754,2.8880432976616754,,,,2.1861740606254898e-05,0.16078883409500122,0.02591029554605484,0.2994
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1712312.0,2.8952772352430554,2.9030897352430554,,,,1.6234864233410917e-05,0.1607949286699295,0.02588036097586155,0.5229
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,94298.21875,2.869940757751465,2.877753257751465,,,,2.8225536880199797e-05,0.16100041568279266,0.026006169617176056,0.4503
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1712736.25,2.895996517605252,2.903809017605252,,,,1.2965295354661066e-05,0.16058538854122162,0.025929922237992287,0.2109
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1726996.375,2.9201734330919056,2.9279859330919056,,,,1.1088578503404278e-05,0.1607091724872589,0.025952881202101707,0.3838
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",True,2304,25088,16,0,0,1179648,4608.0,3458653.25,2.9280304378933377,2.9319366878933377,,,,1.0290732461726293e-05,0.1609194576740265,0.02605537325143814,0.6702
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,6936833.0,2.936306847466363,2.940213097466363,,,,7.810369424987584e-06,0.1608595848083496,0.02602156065404415,0.7889
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",True,256,25088,16,0,0,131072,512.0,378729.6875,2.8855719566345215,2.8894782066345215,,,,2.7857879103976302e-05,0.16094821691513062,0.025921303778886795,0.6733
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,6962254.0,2.9470816718207464,2.9509879218207464,,,,8.290156074508559e-06,0.16021154820919037,0.02607988379895687,1.3643
