module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,31174.833984375,3.013167381286621,3.313651571468431,,,,0.00019547205010894686,0.10780312865972519,0.011686312966048717,0.7849
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,112312.1953125,3.015413284301758,3.046663284301758,,,,3.8228761695791036e-05,0.11559880524873734,0.013407387770712376,0.3687
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,119697.59375,3.2157550387912326,3.2470050387912326,,,,2.952132126665674e-05,0.1201845183968544,0.014449513517320156,0.2602
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,116559.7578125,3.130635791354709,3.161885791354709,,,,3.7410522054415196e-05,0.12018463760614395,0.014476699754595757,0.2416
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,120221.3828125,3.2299637264675565,3.2612137264675565,,,,2.8149232093710452e-05,0.12059915065765381,0.014555702917277813,0.2388
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,237810.421875,3.209885279337565,3.225510279337565,,,,2.4978446163004264e-05,0.12011633813381195,0.014445354230701923,0.2586
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,473200.59375,3.193471908569336,3.209096908569336,,,,1.6728232367313467e-05,0.12016960978507996,0.014460084028542042,0.2689
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,25086.396484375,3.0466792583465576,3.0623042583465576,,,,7.246857421705499e-05,0.12046954035758972,0.014530624262988567,0.4106
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,474887.15625,3.204909642537435,3.220534642537435,,,,1.6887841411517e-05,0.12014438956975937,0.014463502913713455,0.2685
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,484840.03125,3.272406895955404,3.288031895955404,,,,1.307711409026524e-05,0.120229072868824,0.014480847865343094,0.2664
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,952549.6875,3.222133000691732,3.229945500691732,,,,1.2213456102472264e-05,0.12018027901649475,0.014475254341959953,0.4386
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1921967.125,3.250730938381619,3.258543438381619,,,,9.082108590519056e-06,0.12026558071374893,0.014477995224297047,0.3065
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,106312.140625,3.236576557159424,3.244389057159424,,,,1.5622546925442293e-05,0.11977928131818771,0.01439414918422699,0.2579
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1933233.25,3.269831763373481,3.277644263373481,,,,7.246617769851582e-06,0.12005560845136642,0.01449285913258791,0.2344
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1944479.25,3.288898468017578,3.296710968017578,,,,6.178200692374958e-06,0.11995930224657059,0.014460116624832153,0.184
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,3915453.5,3.3152648078070746,3.3191710578070746,,,,5.72067119719577e-06,0.1199801042675972,0.014484314247965813,0.41
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,7873417.0,3.333282894558377,3.337189144558377,,,,4.3522250052774325e-06,0.12007908523082733,0.014500169083476067,0.5175
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,426549.9375,3.2504115104675293,3.2543177604675293,,,,1.5628986147930846e-05,0.12055286765098572,0.014542518183588982,0.3714
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,7919442.0,3.3527908325195312,3.3566970825195312,,,,4.607999926520279e-06,0.11944548040628433,0.01449623890221119,0.3877
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,7813679.0,3.3079626295301647,3.3118688795301647,,,,2.5283209197368706e-06,0.12044458836317062,0.01450754888355732,0.3616
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,1663954.875,3.247911865234375,3.249911865234375,,,,6.991294503677636e-05,0.12037936598062515,0.014491069130599499,0.4853
