module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",True,147,6422528,16,0,0,9408,294.0,36285.9140625,3.825671137595663,3.856921137595663,,,,0.00010648658644640818,0.07956764101982117,0.006330336909741163,0.676
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,140638.421875,3.7838113572862415,3.8150613572862415,,,,1.776882891135756e-05,0.07881112396717072,0.006231788080185652,0.2112
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,144528.140625,3.889326731363932,3.920576731363932,,,,1.3390399544732645e-05,0.08094263821840286,0.006554068997502327,0.2081
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,142727.234375,3.8404740227593317,3.8717240227593317,,,,1.706572038528975e-05,0.08117355406284332,0.006603898946195841,0.3353
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,144498.03125,3.8885099622938366,3.9197599622938366,,,,1.2817162314604502e-05,0.08137797564268112,0.006627634167671204,0.2566
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,288198.3125,3.8933147854275174,3.9089397854275174,,,,1.138698098657187e-05,0.08110049366950989,0.006585235241800547,0.3337
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,574410.75,3.879847208658854,3.895472208658854,,,,7.568658020318253e-06,0.08083127439022064,0.006542438641190529,0.3086
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,30868.1796875,3.7524633407592773,3.7680883407592773,,,,3.319295137771405e-05,0.08153147250413895,0.006655496545135975,0.305
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,575906.625,3.8899917602539062,3.9056167602539062,,,,7.674258085899055e-06,0.08099061995744705,0.006572576705366373,0.2487
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,579852.6875,3.916752709282769,3.932377709282769,,,,5.92498463447555e-06,0.08092769235372543,0.006560989189893007,0.2365
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,1151178.5,3.89565192328559,3.90346442328559,,,,5.5203363444888964e-06,0.08079713582992554,0.00654264260083437,0.2894
