module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",True,147,6422528,16,0,13,9408,320.0,22690.427734375,2.1846120834350584,2.4118226758476826,,,,0.0019251583144068718,0.3383157253265381,0.11445032805204391,0.8879
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,79814.2109375,2.1338490380181208,2.1650990380181208,,,,0.0002819504006765783,0.31393861770629883,0.09888414293527603,1.3477
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,84613.1484375,2.264028549194336,2.295278549194336,,,,0.0002147264895029366,0.3241330683231354,0.10510008037090302,1.8548
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,83510.1875,2.23410881890191,2.26535881890191,,,,0.0003433366946410388,0.3640929162502289,0.13286051154136658,0.9571
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,84095.4375,2.2499847412109375,2.2812347412109375,,,,0.00017747475067153573,0.3028164207935333,0.09177052974700928,0.9534
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,169423.265625,2.282325108846029,2.297950108846029,,,,0.00022353813983500004,0.35933127999305725,0.12927494943141937,0.9382
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,330809.46875,2.227820290459527,2.243445290459527,,,,9.670421422924846e-05,0.28893008828163147,0.08359228819608688,2.293
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,17119.556640625,2.074164628982544,2.089789628982544,,,,0.00043353423825465143,0.2946551740169525,0.08692765980958939,0.3793
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,332155.5625,2.2369490729437933,2.2525740729437933,,,,0.00010268136975355446,0.29625260829925537,0.08794090896844864,2.1021
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,338023.59375,2.2767442067464194,2.2923692067464194,,,,7.190405449364334e-05,0.281922847032547,0.07962244004011154,3.1989
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,666676.5,2.252782185872396,2.260594685872396,,,,7.078193448251113e-05,0.28931722044944763,0.08388997614383698,2.6344
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1340256.25,2.2644861009385853,2.2722986009385853,,,,5.199329098104499e-05,0.28775444626808167,0.08288367092609406,11.0807
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,73062.2734375,2.2218711376190186,2.2296836376190186,,,,8.488068851875141e-05,0.2791966497898102,0.07820653170347214,0.923
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1346934.25,2.2758081224229603,2.2836206224229603,,,,4.5725275413133204e-05,0.3015729784965515,0.09144817292690277,12.1028
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1354735.25,2.2890341016981335,2.2968466016981335,,,,3.549728717189282e-05,0.28754115104675293,0.08308161050081253,13.1574
