module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,15772.638671875,1.509046745300293,1.6765134642724278,,,,0.0012651467695832253,0.2742580771446228,0.07522144913673401,0.8825
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,57524.80078125,1.529210090637207,1.560460090637207,,,,0.00026177914696745574,0.30250027775764465,0.09180978685617447,0.3402
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,65214.7890625,1.7378143734402127,1.7690643734402127,,,,0.0002190368832089007,0.327370285987854,0.10720983892679214,0.2853
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,62363.21484375,1.6604604721069336,1.6917104721069336,,,,0.0002727187820710242,0.3244961202144623,0.10553361475467682,0.2492
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,66166.1875,1.7636227077907987,1.7948727077907987,,,,0.0002069748443318531,0.3270164132118225,0.10702475905418396,0.2507
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,129168.1328125,1.73632992638482,1.75195492638482,,,,0.00018528715008869767,0.32714611291885376,0.10715391486883163,0.3503
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,257082.0625,1.7278243170844183,1.7434493170844183,,,,0.000125229504192248,0.328793466091156,0.10824988037347794,0.437
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,12906.7236328125,1.5599027872085571,1.5755277872085571,,,,0.0005114983068779111,0.32005491852760315,0.10256017744541168,0.2761
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,259101.640625,1.7415204577975802,1.7571454577975802,,,,0.00012553167471196502,0.32756176590919495,0.10751093924045563,0.2398
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,269690.40625,1.8133301205105252,1.8289551205105252,,,,9.848803165368736e-05,0.32994768023490906,0.10906001180410385,0.2852
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,521859.96875,1.7617322074042425,1.7695447074042425,,,,9.04235421330668e-05,0.3270047903060913,0.10716899484395981,0.2263
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1063000.75,1.7944213019476996,1.8022338019476996,,,,6.797526293667033e-05,0.3290211856365204,0.1083609014749527,0.4035
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,58560.55078125,1.7793136835098267,1.7871261835098267,,,,0.00011863865074701607,0.3300797939300537,0.10931011289358139,0.2299
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1075762.0,1.8160569932725694,1.8238694932725694,,,,5.434091872302815e-05,0.32875967025756836,0.10867903381586075,0.4374
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,1085881.5,1.8332138061523438,1.8410263061523438,,,,4.646313391276635e-05,0.3289697468280792,0.1087472140789032,0.5679
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,2199615.5,1.8607309129503038,1.8646371629503038,,,,4.2994834075216204e-05,0.32892313599586487,0.10885974019765854,0.4259
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,4449053.0,1.8818482293023004,1.8857544793023004,,,,3.2896336051635444e-05,0.33013126254081726,0.10959968715906143,0.6557
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,235484.890625,1.7927008867263794,1.7966071367263794,,,,0.00011693644773913547,0.3297518789768219,0.10880746692419052,0.4083
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,4488436.0,1.8985409206814237,1.9024471706814237,,,,3.474679033388384e-05,0.32799628376960754,0.10930943489074707,0.7371
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,4374208.0,1.8501247829861112,1.8540310329861112,,,,1.8902164811152034e-05,0.3293253481388092,0.10846094787120819,0.6571
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,931620.25,1.81757080078125,1.81957080078125,,,,0.0005327377002686262,0.3322993814945221,0.11042215675115585,0.5696
