module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",True,147,6422528,16,0,13,9408,320.0,39542.99609375,3.8303707122802733,4.203124584794855,,,,0.00028309476329013705,0.1297343224287033,0.0168344434350729,2.8581
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,140891.40625,3.790673997667101,3.821923997667101,,,,3.148746691294946e-05,0.10491248220205307,0.011043116450309753,3.8674
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,144792.5,3.8964979383680554,3.9277479383680554,,,,2.3744269128656015e-05,0.1077854335308075,0.011621875688433647,3.6749
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,143091.40625,3.850352817111545,3.881602817111545,,,,3.754781209863722e-05,0.12040498852729797,0.014529826119542122,4.2749
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,144715.40625,3.8944066365559897,3.9256566365559897,,,,1.945734584296588e-05,0.10026577860116959,0.010061212815344334,1.4663
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,288893.5625,3.9027447170681424,3.9183697170681424,,,,2.4870400011423044e-05,0.11985625326633453,0.014382869005203247,1.4926
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,574948.375,3.8834932115342884,3.8991182115342884,,,,1.0231676242256071e-05,0.09398172050714493,0.008844383992254734,8.5572
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,30882.076171875,3.754159688949585,3.769784688949585,,,,4.5684908400289714e-05,0.0956508070230484,0.00916024949401617,0.5741
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,576588.875,3.8946185641818576,3.9102435641818576,,,,1.1029912457161117e-05,0.09709631651639938,0.00944651011377573,3.894
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,580349.4375,3.920121510823568,3.935746510823568,,,,7.652246495126747e-06,0.09197038412094116,0.008473660796880722,8.9151
