module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,56744.24609375,5.510180282592773,6.03148874295812,,,,1.3066714927845169e-05,0.02787226252257824,0.0008391231531277299,0.7316
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,217860.296875,5.8785887824164496,5.9098387824164496,,,,2.4782036689430242e-06,0.029432477429509163,0.0008691425318829715,0.2905
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,231906.265625,6.259610070122613,6.290860070122613,,,,1.7637846667639678e-06,0.029376721009612083,0.0008633026154711843,0.1928
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,226464.078125,6.1119812859429254,6.1432312859429254,,,,2.234442490589572e-06,0.02937222272157669,0.0008646592032164335,0.3976
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,233299.21875,6.297396341959636,6.328646341959636,,,,1.6651754322083434e-06,0.02933194674551487,0.000861046661157161,0.1885
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,460181.65625,6.225988176133898,6.241613176133898,,,,1.4801075849391054e-06,0.029239220544695854,0.0008559650159440935,0.2669
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,929145.0,6.285542805989583,6.301167805989583,,,,9.94824063127453e-07,0.0293051078915596,0.0008599379216320813,0.3373
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,51049.30859375,6.215980052947998,6.231605052947998,,,,4.1346643229189795e-06,0.028775472193956375,0.0008290387340821326,0.299
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,928285.0625,6.279710981580946,6.295335981580946,,,,1.0094739764099359e-06,0.029374077916145325,0.0008645585621707141,0.2161
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,943326.875,6.381719801161024,6.397344801161024,,,,7.806117992004147e-07,0.029374513775110245,0.0008644048357382417,0.2881
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,1836395.375,6.2191140916612415,6.2269265916612415,,,,7.302412541321246e-07,0.029386425390839577,0.0008654740522615612,0.4226
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3745066.25,6.341651492648655,6.349463992648655,,,,5.421209152700612e-07,0.029382996261119843,0.0008642071043141186,0.2793
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,213220.796875,6.499169826507568,6.506982326507568,,,,9.401626925864548e-07,0.02938375435769558,0.0008662378531880677,0.2803
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3766286.75,6.377629174126519,6.385441674126519,,,,4.326016096456442e-07,0.02933311276137829,0.0008651808020658791,0.2706
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3762495.5,6.371201409233941,6.379013909233941,,,,3.69660114074577e-07,0.02934293821454048,0.000865191628690809,0.35
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,7584244.0,6.42533704969618,6.42924329969618,,,,3.4362071232862945e-07,0.029405198991298676,0.0008700221078470349,0.4951
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,15377315.0,6.513849470350477,6.517755720350477,,,,2.6009126941062277e-07,0.02935425564646721,0.0008665378554724157,0.5657
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,851169.1875,6.489999294281006,6.493905544281006,,,,9.2391962880356e-07,0.02931090258061886,0.0008596922270953655,0.4013
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,15290580.0,6.4770863850911455,6.4809926350911455,,,,2.7637435096039553e-07,0.029252158477902412,0.0008694420685060322,0.6867
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,14757556.0,6.251161363389757,6.255067613389757,,,,1.5203548286990554e-07,0.029535233974456787,0.0008723822538740933,0.4258
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,3358184.75,6.55695458984375,6.55895458984375,,,,4.131174137000926e-06,0.029262391850352287,0.0008562810253351927,0.5704
