module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",True,147,6422528,16,0,13,9408,320.0,31305.29296875,3.025907516479492,3.327518385283801,,,,0.0007159084198065102,0.20630879700183868,0.04256334900856018,0.8702
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,110823.40625,2.9750272962782116,3.0062772962782116,,,,8.737683674553409e-05,0.1747659593820572,0.030644336715340614,1.1886
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,115406.7890625,3.0993595123291016,3.1306095123291016,,,,6.698022480122745e-05,0.18103139102458954,0.03278416022658348,1.1951
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,113777.8515625,3.0551717546251087,3.0864217546251087,,,,0.0001079869398381561,0.20419162511825562,0.04178755730390549,0.7275
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,115192.0390625,3.0935340457492404,3.1247840457492404,,,,5.475048965308815e-05,0.1681918501853943,0.02831096388399601,0.8763
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,230269.390625,3.107603496975369,3.123228496975369,,,,7.169961463660002e-05,0.2035062313079834,0.04146479815244675,0.8014
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,456644.09375,3.0811909569634333,3.0968159569634333,,,,2.972794209199492e-05,0.16019636392593384,0.025697188451886177,2.2942
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,24164.923828125,2.934194803237915,2.949819803237915,,,,0.0001350866223219782,0.16447825729846954,0.027086127549409866,0.3202
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,457650.21875,3.088014178805881,3.103639178805881,,,,3.177775943186134e-05,0.16480796039104462,0.02721589244902134,1.3629
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,463397.5625,3.1269908481174045,3.1426158481174045,,,,2.2138461645226926e-05,0.15643255412578583,0.02451486699283123,2.6798
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,916239.25,3.099010043674045,3.106822543674045,,,,2.2032625565771013e-05,0.1614159643650055,0.02611282840371132,2.763
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1841266.25,3.113908979627821,3.121721479627821,,,,1.609970786375925e-05,0.16012416779994965,0.025664905086159706,9.182
