iter,Test Loss,Test MSE,Best Loss,Best MSE
1,2.0511062990427016,2.0511062833053675,2.0511062990427016,2.0511062833053675
10000,0.0905767968725413,0.09057679647306383,0.0905767968725413,0.09057679647306383
20000,0.05420693268906325,0.05420693231907967,0.05420693268906325,0.05420693231907967
30000,0.049992493856698274,0.049992493410512574,0.049992493856698274,0.049992493410512574
40000,0.04989482695609331,0.04989482650875887,0.04989482695609331,0.04989482650875887
50000,0.048412037070840595,0.048412036703778215,0.048412037070840595,0.048412036703778215
60000,0.04944404294062406,0.0494440425280705,0.048412037070840595,0.048412036703778215
70000,0.0487919078823179,0.048791907454812725,0.048412037070840595,0.048412036703778215
80000,0.048108227423392234,0.04810822705897407,0.048108227423392234,0.04810822705897407
90000,0.04785684028826654,0.04785683992110639,0.04785684028826654,0.04785683992110639
100000,0.04814574590884149,0.0481457455776356,0.04785684028826654,0.04785683992110639
110000,0.04748348789941519,0.047483487579343425,0.04748348789941519,0.047483487579343425
120000,0.04887902334332466,0.048879022892367716,0.04748348789941519,0.047483487579343425
130000,0.04817198132351041,0.04817198112533708,0.04748348789941519,0.047483487579343425
140000,0.04813172016758472,0.04813171968428147,0.04748348789941519,0.047483487579343425
150000,0.04762498429697007,0.04762498386131007,0.04748348789941519,0.047483487579343425
160000,0.046655493299476804,0.0466554929175065,0.046655493299476804,0.0466554929175065
170000,0.04663562901783735,0.04663562866003415,0.04663562901783735,0.04663562866003415
180000,0.045315318215638396,0.04531531773894507,0.045315318215638396,0.04531531773894507
190000,0.04526893438585103,0.045268933975116186,0.04526893438585103,0.045268933975116186
200000,0.045213992946315555,0.04521399261099153,0.045213992946315555,0.04521399261099153
210000,0.044892910993658004,0.04489291067927995,0.044892910993658004,0.04489291067927995
220000,0.044890770020429044,0.04489076980931925,0.044890770020429044,0.04489076980931925
230000,0.04425807613320649,0.0442580758225886,0.04425807613320649,0.0442580758225886
240000,0.0446580589171499,0.0446580586426315,0.04425807613320649,0.0442580758225886
250000,0.04519981164578348,0.04519981125438936,0.04425807613320649,0.0442580758225886
260000,0.045508495518006384,0.04550849520808084,0.04425807613320649,0.0442580758225886
270000,0.045141185283195225,0.04514118494971503,0.04425807613320649,0.0442580758225886
280000,0.04436453382950276,0.04436453344527342,0.04425807613320649,0.0442580758225886
290000,0.04320638531725854,0.04320638491346487,0.04320638531725854,0.04320638491346487
300000,0.044151981373317536,0.044151981035600904,0.04320638531725854,0.04320638491346487
310000,0.043977004559710625,0.04397700417286441,0.04320638531725854,0.04320638491346487
320000,0.04543129914347083,0.045431298871263515,0.04320638531725854,0.04320638491346487
330000,0.04494239155761898,0.04494239123847592,0.04320638531725854,0.04320638491346487
340000,0.044485401357524094,0.04448540095917805,0.04320638531725854,0.04320638491346487
350000,0.04460600244719535,0.044606002016907696,0.04320638531725854,0.04320638491346487
360000,0.044619904334656894,0.04461990404577666,0.04320638531725854,0.04320638491346487
370000,0.04435929966531694,0.04435929933461635,0.04320638531725854,0.04320638491346487
380000,0.04427566274767741,0.04427566237338466,0.04320638531725854,0.04320638491346487
390000,0.04327488113194704,0.04327488072586102,0.04320638531725854,0.04320638491346487
400000,0.043898766689002514,0.04389876624365614,0.04320638531725854,0.04320638491346487
410000,0.04476867815712467,0.04476867793370497,0.04320638531725854,0.04320638491346487
420000,0.044726269285194575,0.04472626893559114,0.04320638531725854,0.04320638491346487
430000,0.04421223771385849,0.0442122373820382,0.04320638531725854,0.04320638491346487
440000,0.04488035247568041,0.0448803521529786,0.04320638531725854,0.04320638491346487
450000,0.043137657121755185,0.04313765674163118,0.043137657121755185,0.04313765674163118
460000,0.04387313906569034,0.04387313880610316,0.043137657121755185,0.04313765674163118
470000,0.04371458431147039,0.04371458388901701,0.043137657121755185,0.04313765674163118
480000,0.042788582469336686,0.04278858229741776,0.042788582469336686,0.04278858229741776
490000,0.0433064188985154,0.043306418559587966,0.042788582469336686,0.04278858229741776
500000,0.043635413997806606,0.04363541366847212,0.042788582469336686,0.04278858229741776
510000,0.04395293536875397,0.04395293500140689,0.042788582469336686,0.04278858229741776
520000,0.04372984171006829,0.043729841284565404,0.042788582469336686,0.04278858229741776
530000,0.044796105433255434,0.04479610509133046,0.042788582469336686,0.04278858229741776
540000,0.04526724368194118,0.045267243239596154,0.042788582469336686,0.04278858229741776
550000,0.044524300373159346,0.04452429995390749,0.042788582469336686,0.04278858229741776
560000,0.04502338868379593,0.0450233883729036,0.042788582469336686,0.04278858229741776
570000,0.043445870203897355,0.043445869839063844,0.042788582469336686,0.04278858229741776
580000,0.04302585820574313,0.043025857865531356,0.042788582469336686,0.04278858229741776
590000,0.0434988988917321,0.04349889857162289,0.042788582469336686,0.04278858229741776
600000,0.04306882986426353,0.04306882953368773,0.042788582469336686,0.04278858229741776
610000,0.04372645471058786,0.04372645436781038,0.042788582469336686,0.04278858229741776
620000,0.04376432402711362,0.04376432363715774,0.042788582469336686,0.04278858229741776
630000,0.04297126638237387,0.04297126598753364,0.042788582469336686,0.04278858229741776
640000,0.043985666308552024,0.04398566595803811,0.042788582469336686,0.04278858229741776
650000,0.043975348288659004,0.04397534801281804,0.042788582469336686,0.04278858229741776
660000,0.04317385017499328,0.04317384981209171,0.042788582469336686,0.04278858229741776
670000,0.043096237482503054,0.04309623710585985,0.042788582469336686,0.04278858229741776
680000,0.04425236874539405,0.04425236839318689,0.042788582469336686,0.04278858229741776
690000,0.04381710916012525,0.04381710887477354,0.042788582469336686,0.04278858229741776
