module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",True,147,6422528,16,0,13,9408,320.0,29274.4296875,2.827581024169922,3.111652815423044,,,,0.0010990242008119822,0.2556186616420746,0.06535489112138748,2.1145
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,103275.9921875,2.770290586683485,2.801540586683485,,,,0.00012050949590047821,0.20524325966835022,0.04226444661617279,3.4411
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,107973.5078125,2.8977188534206815,2.9289688534206815,,,,9.16665158001706e-05,0.21178047358989716,0.04486711695790291,3.4393
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,106506.59375,2.857926262749566,2.889176262749566,,,,0.000146188132930547,0.23757915198802948,0.05657022446393967,4.1288
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,107868.21875,2.8948627048068576,2.9261127048068576,,,,7.503519736928865e-05,0.1968989372253418,0.03880000114440918,1.2024
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,215607.234375,2.9087352752685547,2.9243602752685547,,,,9.458638669457287e-05,0.23374032974243164,0.05470051243901253,1.5235
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,426208.53125,2.8747865888807507,2.8904115888807507,,,,4.0061633626464754e-05,0.18596643209457397,0.034629758447408676,8.5143
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,22473.478515625,2.72771954536438,2.74334454536438,,,,0.00018197229655925184,0.1908995807170868,0.036487139761447906,1.0022
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,427717.28125,2.8850184546576605,2.9006434546576605,,,,4.280650682630949e-05,0.19128087162971497,0.036661405116319656,3.3613
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,433531.1875,2.924446529812283,2.940071529812283,,,,3.0109367799013853e-05,0.1824333369731903,0.03334139287471771,8.4081
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,856909.9375,2.897833718193902,2.905646218193902,,,,2.9884062314522453e-05,0.18798930943012238,0.03541826084256172,6.2792
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1721186.75,2.9103236728244357,2.9181361728244357,,,,2.1507828932954e-05,0.18507449328899384,0.034286122769117355,27.9779
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,94514.1484375,2.876530408859253,2.884342908859253,,,,3.4789947676472366e-05,0.17874450981616974,0.03205442056059837,2.9824
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1725085.0,2.916932847764757,2.924745347764757,,,,1.9223773051635362e-05,0.19553904235363007,0.03844655305147171,21.2188
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,1736453.0,2.9362063937717013,2.9440188937717013,,,,1.5072215319378302e-05,0.1873663067817688,0.035276610404253006,33.1306
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",True,2304,25088,16,0,0,1179648,4608.0,3485492.0,2.9507819281684027,2.9546881781684027,,,,1.5462195733562112e-05,0.19725193083286285,0.03914912790060043,37.2787
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,6967364.0,2.949247572157118,2.953153822157118,,,,1.0493406989553478e-05,0.1864527463912964,0.0349605567753315,199.4215
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",True,256,25088,16,0,0,131072,512.0,379746.59375,2.8933303356170654,2.8972365856170654,,,,3.419116183067672e-05,0.17830726504325867,0.031814321875572205,52.259
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,6998785.5,2.9625657399495444,2.9664719899495444,,,,1.1531137715792283e-05,0.18895064294338226,0.03627564013004303,267.0773
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,6940809.0,2.9379920959472656,2.9418983459472656,,,,6.50619222142268e-06,0.1932123899459839,0.037332646548748016,560.0583
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",True,512,512,16,8,0,512000,1024.0,1513487.375,2.9305853465246776,2.956030029296875,,,,0.0004637838574126363,0.31004950404167175,0.09617854654788971,123.9669
