module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,64384.20703125,6.256270217895508,6.843559420838648,,,,5.787628651887644e-06,0.018549801781773567,0.00036133191315457225,0.6366
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,232477.265625,6.275099436442058,6.306349436442058,,,,1.0395166327725747e-06,0.019062241539359093,0.0003645737306214869,0.2236
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,234744.203125,6.336594051784939,6.367844051784939,,,,7.724473789494368e-07,0.01944083720445633,0.0003780823608394712,0.1447
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,233694.5625,6.3081207275390625,6.3393707275390625,,,,9.478492870584887e-07,0.019130298867821693,0.0003667879500426352,0.1418
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,235075.296875,6.345575544569227,6.376825544569227,,,,7.120865461729409e-07,0.0191812664270401,0.00036821331013925374,0.1474
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,468542.5,6.339389377170139,6.355014377170139,,,,6.339508331620891e-07,0.019135817885398865,0.00036662182537838817,0.2332
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,935998.375,6.3320202297634545,6.3476452297634545,,,,4.3835552787641063e-07,0.019452836364507675,0.0003789197653532028,0.1921
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,52103.26953125,6.344637393951416,6.360262393951416,,,,1.8096330904882052e-06,0.01903696171939373,0.0003628483391366899,0.1946
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,937283.0,6.340732150607639,6.356357150607639,,,,4.2418059820192866e-07,0.019041094928979874,0.000363287195796147,0.1498
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,938377.1875,6.348152584499783,6.363777584499783,,,,3.4317548625040217e-07,0.01947654038667679,0.00038001290522515774,0.1723
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,1858046.625,6.292530059814453,6.300342559814453,,,,3.413293825360597e-07,0.020090928301215172,0.00040453983820043504,0.199
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3736463.0,6.32706536187066,6.33487786187066,,,,2.434898078718106e-07,0.01969194784760475,0.00038815263542346656,0.263
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,209828.46875,6.395644187927246,6.403456687927246,,,,3.929959291326668e-07,0.01899765059351921,0.00036209472455084324,0.2229
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3746023.75,6.343274858262804,6.351087358262804,,,,1.8879534025018074e-07,0.0193780530244112,0.0003775809018407017,0.181
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3742856.5,6.337905036078559,6.345717536078559,,,,1.650772389893973e-07,0.019608546048402786,0.00038636423414573073,0.1935
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,7477284.0,6.334665934244792,6.338572184244792,,,,1.569824092939598e-07,0.01987513154745102,0.0003974678402300924,0.3051
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,15019659.0,6.362255096435547,6.366161346435547,,,,1.1588848281007813e-07,0.019594285637140274,0.000386102037737146,0.3986
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,838602.9375,6.3941264152526855,6.3980326652526855,,,,3.8807274904684164e-07,0.01899629458785057,0.0003610953863244504,0.3387
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,14974708.0,6.343202379014757,6.347108629014757,,,,1.276576142572594e-07,0.01988072507083416,0.0004015961894765496,0.5606
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,14836597.0,6.284663306342231,6.288569556342231,,,,7.359438569665144e-08,0.020548954606056213,0.00042228586971759796,0.3385
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,3278170.75,6.40067724609375,6.40267724609375,,,,1.739878371154191e-06,0.01899033598601818,0.0003606298705562949,0.4359
