col,sigma,no_transform_ortho_rel_mean,no_transform_ortho_rel_std,no_transform_m2m_med_mean,no_transform_m2m_med_std,no_transform_pr_med_mean,no_transform_pr_med_std,no_transform_dist_to_RHT(unit)_mean,no_transform_dist_to_RHT(unit)_std,rht_ortho_rel_mean,rht_ortho_rel_std,rht_m2m_med_mean,rht_m2m_med_std,rht_pr_med_mean,rht_pr_med_std,rht_dist_to_RHT(unit)_mean,rht_dist_to_RHT(unit)_std,learned_llama_ortho_rel_mean,learned_llama_ortho_rel_std,learned_llama_m2m_med_mean,learned_llama_m2m_med_std,learned_llama_pr_med_mean,learned_llama_pr_med_std,learned_llama_dist_to_RHT(unit)_mean,learned_llama_dist_to_RHT(unit)_std,learned_gauss_ortho_rel_mean,learned_gauss_ortho_rel_std,learned_gauss_m2m_med_mean,learned_gauss_m2m_med_std,learned_gauss_pr_med_mean,learned_gauss_pr_med_std,learned_gauss_dist_to_RHT(unit)_mean,learned_gauss_dist_to_RHT(unit)_std,random_init_ortho_rel_mean,random_init_ortho_rel_std,random_init_m2m_med_mean,random_init_m2m_med_std,random_init_pr_med_mean,random_init_pr_med_std,random_init_dist_to_RHT(unit)_mean,random_init_dist_to_RHT(unit)_std,scaling_ortho_rel_mean,scaling_ortho_rel_std,scaling_m2m_med_mean,scaling_m2m_med_std,scaling_pr_med_mean,scaling_pr_med_std,scaling_dist_to_RHT(unit)_mean,scaling_dist_to_RHT(unit)_std
10,1.5353256464004517,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.019040938466787338,0.003183685475960374,3.9837846755981445,0.017313461750745773,7.542684555053711,0.054725419729948044,0.7917689085006714,0.0016418443992733955,0.05385631322860718,0.028641406446695328,2.554828643798828,0.020558293908834457,10.776029586791992,0.09085176885128021,0.603772759437561,0.0011393663007766008,1.376880407333374,0.14031194150447845,2.4446535110473633,0.09405218809843063,10.719600677490234,0.25747841596603394,0.6317437291145325,0.017666254192590714,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
11,0.02646554447710514,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.012990223243832588,5.9534555475693196e-05,3.975421905517578,0.0003774670185521245,7.522127151489258,0.0019954186864197254,0.793004035949707,4.07331099268049e-05,0.016666242852807045,6.743203266523778e-05,2.5743155479431152,0.0003173565200995654,10.718399047851562,0.0007284366874955595,0.6046614646911621,1.0424752872495446e-05,1.6082093715667725,0.040071140974760056,2.4889819622039795,0.054404500871896744,10.619260787963867,0.2747623324394226,0.6385862231254578,0.010321581736207008,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
12,0.020408034324645996,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.013003882020711899,4.164152414887212e-05,3.975802421569824,0.000181381925358437,7.5230712890625,0.0011954832589253783,0.7929965853691101,2.424215927021578e-05,0.016679048538208008,0.00011169518256792799,2.5744144916534424,0.00013629950990434736,10.718395233154297,0.0006907139322720468,0.6046655178070068,1.3641709301737137e-05,1.6114702224731445,0.0235487949103117,2.4901609420776367,0.04767404496669769,10.712244033813477,0.28330254554748535,0.6418478488922119,0.0047558327205479145,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
13,0.8285356163978577,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.03171126917004585,0.041887231171131134,3.9824700355529785,0.02805662900209427,7.544394493103027,0.03570139408111572,0.7924704551696777,0.0007144943810999393,0.02189573273062706,0.009736215695738792,2.572284460067749,0.0060536558739840984,10.734074592590332,0.023956643417477608,0.6041769981384277,0.0007435693987645209,1.4330440759658813,0.08548267185688019,2.4227488040924072,0.12860864400863647,10.91006088256836,0.2698393166065216,0.6225141286849976,0.01348648127168417,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
14,0.754439651966095,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.030188750475645065,0.034378498792648315,3.993591070175171,0.03249320387840271,7.499855995178223,0.05578316003084183,0.7935140132904053,0.0009516364079900086,0.017242297530174255,0.0018856588285416365,2.5691893100738525,0.012775779701769352,10.724550247192383,0.013649611733853817,0.6046132445335388,0.0004253351071383804,1.561679482460022,0.13239169120788574,2.4074249267578125,0.1377742737531662,10.633228302001953,0.2288825511932373,0.6371175646781921,0.01478103268891573,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
15,0.13730691373348236,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.013121948577463627,0.00025605238624848425,3.974215507507324,0.0013595452765002847,7.530928611755371,0.01310230977833271,0.7928748726844788,0.00025112376897595823,0.016677377745509148,0.0010115283075720072,2.577155351638794,0.0029351639095693827,10.71814250946045,0.009650403633713722,0.6046240925788879,0.00014446924615185708,1.5893666744232178,0.13452914357185364,2.458034038543701,0.07363568246364594,10.688692092895508,0.2563827335834503,0.6337189078330994,0.017949644476175308,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
16,1.0868275165557861,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.02731291763484478,0.016287611797451973,3.9861972332000732,0.03381459414958954,7.550529956817627,0.030751915648579597,0.7916021347045898,0.001959348563104868,0.04550120234489441,0.03766311705112457,2.553325891494751,0.015750713646411896,10.756729125976562,0.0714452713727951,0.604048490524292,0.0006437503616325557,1.4764964580535889,0.19353748857975006,2.4776229858398438,0.23275358974933624,10.650997161865234,0.22331839799880981,0.6327818036079407,0.026815524324774742,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
17,0.08288488537073135,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.012921578250825405,0.00011134058877360076,3.975001335144043,0.0010734027018770576,7.524070739746094,0.0035692681558430195,0.7929525971412659,0.0001111928722821176,0.017033889889717102,0.00033456383971497416,2.5757205486297607,0.001967443386092782,10.720436096191406,0.0048048305325210094,0.6046707630157471,5.1387600251473486e-05,1.563127875328064,0.06929628551006317,2.4730618000030518,0.11030083149671555,10.830875396728516,0.22251738607883453,0.6368159055709839,0.008092780597507954,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
18,0.9289365410804749,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.015152011066675186,0.0034827592317014933,3.9716482162475586,0.006675850134342909,7.51906681060791,0.033358946442604065,0.7924669981002808,0.0006523980991914868,0.017943639308214188,0.004539854824542999,2.572239637374878,0.0036097802221775055,10.720234870910645,0.017309727147221565,0.6045531630516052,0.000271385011728853,1.588377594947815,0.1297309845685959,2.4814326763153076,0.1788378357887268,10.555985450744629,0.4056822657585144,0.6387614011764526,0.0212002694606781,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
19,1.0753389596939087,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.02128744311630726,0.008161759003996849,3.9815196990966797,0.021973643451929092,7.551689147949219,0.05931300297379494,0.7919698357582092,0.0013840324245393276,0.04944435879588127,0.058747366070747375,2.566534996032715,0.009747636504471302,10.755086898803711,0.07515179365873337,0.6049102544784546,0.0005543801817111671,1.4710623025894165,0.1192077174782753,2.4585509300231934,0.12949131429195404,10.8189697265625,0.2543288469314575,0.6247804760932922,0.017603635787963867,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
20,1.4463037252426147,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.018645841628313065,0.004824233241379261,3.9750404357910156,0.01174542959779501,7.546506404876709,0.04742569476366043,0.7917081117630005,0.0009304918930865824,0.0464126393198967,0.04086492955684662,2.5689945220947266,0.013120252639055252,10.785737037658691,0.0962202399969101,0.6043334007263184,0.0008577537373639643,1.3913393020629883,0.10292725265026093,2.430830955505371,0.13998398184776306,10.814712524414062,0.3513233959674835,0.6296007633209229,0.01683054119348526,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
21,0.06405168026685715,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.013018460012972355,0.00015088473446667194,3.9738502502441406,0.0017889394657686353,7.519079685211182,0.007277559023350477,0.7930943965911865,0.00017406207916792482,0.01667487621307373,0.0007007701206021011,2.577181339263916,0.0023299434687942266,10.722201347351074,0.0028066695667803288,0.6046750545501709,0.00010903055226663128,1.5431900024414062,0.08389554172754288,2.4737186431884766,0.08671247959136963,10.666521072387695,0.2450295388698578,0.6392639875411987,0.01661640964448452,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
22,0.24869303405284882,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.01329294964671135,0.0006574550061486661,3.9729909896850586,0.002372515620663762,7.510000228881836,0.01775340363383293,0.7931410074234009,0.0003615807509049773,0.015808526426553726,0.0013071782886981964,2.576551914215088,0.0054247379302978516,10.719423294067383,0.011095430701971054,0.6046264171600342,0.00013873747957404703,1.6002106666564941,0.1684841364622116,2.509280204772949,0.22659292817115784,10.72352123260498,0.3951786756515503,0.6364371180534363,0.01971384324133396,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
23,1.705283761024475,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.02143733948469162,0.014449922367930412,3.9782817363739014,0.024856457486748695,7.541120529174805,0.06373254954814911,0.7921693325042725,0.0015682325465604663,0.03257043659687042,0.027572305873036385,2.5735690593719482,0.011601940728724003,10.71529769897461,0.026253169402480125,0.6044892072677612,0.001430989126674831,1.4433166980743408,0.11687600612640381,2.435753345489502,0.16147372126579285,10.849048614501953,0.4705035984516144,0.6251053810119629,0.03062942624092102,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
24,0.031434930860996246,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0,0.0,0.0,1.0,0.0,16.0,0.0,0.0,0.0,0.012991424649953842,9.551360562909395e-05,3.9753499031066895,0.0006056149140931666,7.522791862487793,0.0014906451106071472,0.7929803133010864,6.408857007045299e-05,0.01664254628121853,0.00023443256213795394,2.5749073028564453,0.0017895144410431385,10.7199068069458,0.002438192255795002,0.6046600937843323,2.9713823096244596e-05,1.581202745437622,0.06534817814826965,2.503652811050415,0.0875915065407753,10.399890899658203,0.2076416313648224,0.6399007439613342,0.0012407505419105291,0.0,0.0,16.0,0.0,1.0,0.0,1.2247449159622192,0.0
