col,sigma_c,no_transform_PR,scaling_PR,rht_PR,learned_llama_PR,learned_gauss_PR,random_init_PR
71,0.01590901,1.0,1.0,16.0,5.126169204711914,11.33443546295166,11.54492473602295
72,0.030064296,1.0,1.0,16.0,9.43537712097168,10.714229583740234,10.296806335449219
73,2.066423,1.0,1.0,16.0,5.142605781555176,10.72696590423584,10.383944511413574
74,1.2955506,1.0,1.0,16.0,12.730913162231445,9.987630844116211,10.302410125732422
75,0.87824744,1.0,1.0,16.0,5.751494407653809,10.669010162353516,11.382495880126953
76,0.014427172,1.0,1.0,16.0,9.747488021850586,10.885830879211426,10.538687705993652
77,1.30116,1.0,1.0,16.0,6.44287109375,9.547150611877441,11.516952514648438
78,0.02140276,1.0,1.0,16.0,9.98522663116455,10.955849647521973,11.020429611206055
79,1.3518454,1.0,1.0,16.0,8.995872497558594,11.355001449584961,10.404505729675293
80,0.014920715,1.0,1.0,16.0,7.53110408782959,9.811166763305664,10.395994186401367
81,1.229991,1.0,1.0,16.0,5.211468696594238,13.021058082580566,10.652926445007324
82,1.8041393,1.0,1.0,16.0,5.780264377593994,9.998786926269531,11.044273376464844
83,0.09311732,1.0,1.0,16.0,8.395130157470703,8.555809020996094,10.755130767822266
84,0.050374117,1.0,1.0,16.0,7.802164077758789,11.21414852142334,10.530576705932617
85,0.89442784,1.0,1.0,16.0,8.313299179077148,11.087440490722656,10.860004425048828
86,0.046542313,1.0,1.0,16.0,6.412786960601807,11.546525955200195,10.473318099975586
87,2.3468697,1.0,1.0,16.0,5.123715400695801,11.34192180633545,11.629639625549316
88,1.7854125,1.0,1.0,16.0,9.439062118530273,10.728092193603516,10.436805725097656
89,0.80456764,1.0,1.0,16.0,5.148348331451416,10.6998929977417,10.22695541381836
90,0.820434,1.0,1.0,16.0,12.746430397033691,9.98887825012207,10.150214195251465
91,1.4994363,1.0,1.0,16.0,5.744599342346191,10.678576469421387,11.542588233947754
92,1.5337155,1.0,1.0,16.0,9.752660751342773,10.883333206176758,10.562978744506836
93,0.12686953,1.0,1.0,16.0,6.4343953132629395,9.552659034729004,11.451080322265625
94,0.034347896,1.0,1.0,16.0,9.99153995513916,10.945850372314453,10.916133880615234
95,1.4689242,1.0,1.0,16.0,8.99594497680664,11.35965347290039,10.483776092529297
96,0.5241137,1.0,1.0,16.0,7.5260910987854,9.823062896728516,10.590517044067383
97,0.7968228,1.0,1.0,16.0,5.214328765869141,13.039338111877441,10.578956604003906
98,0.819467,1.0,1.0,16.0,5.775616645812988,9.975519180297852,11.07040786743164
99,0.14667705,1.0,1.0,16.0,8.392556190490723,8.549695014953613,10.978297233581543
100,0.73215914,1.0,1.0,16.0,7.78730583190918,11.202479362487793,10.355565071105957
101,0.09345474,1.0,1.0,16.0,8.291726112365723,11.085704803466797,10.769341468811035
102,1.572894,1.0,1.0,16.0,6.40801477432251,11.549915313720703,10.92376708984375
103,1.7563479,1.0,1.0,16.0,5.133029460906982,11.33175277709961,11.40225601196289
