module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,33458.55078125,3.2361865997314454,3.556393577938988,,,,0.00014790816931053996,0.09377457201480865,0.008799958042800426,0.8182
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,119883.0859375,3.220786836412218,3.252036836412218,,,,2.856840001186356e-05,0.09993120282888412,0.010019357316195965,0.3098
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,127399.171875,3.4246737162272134,3.4559237162272134,,,,2.2289717890089378e-05,0.10443181544542313,0.010909931734204292,0.2778
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,124152.3671875,3.3365985022650824,3.3678485022650824,,,,2.8350747015792876e-05,0.10462471097707748,0.01097084954380989,0.282
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,127784.4453125,3.4351249270968967,3.4663749270968967,,,,2.10541420528898e-05,0.1042989045381546,0.010886899195611477,0.3342
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,253194.46875,3.4185447692871094,3.4341697692871094,,,,1.8912533050752245e-05,0.10451870411634445,0.010937358252704144,0.3123
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,503311.21875,3.397672653198242,3.413297653198242,,,,1.2613638318725862e-05,0.10434940457344055,0.010903380811214447,0.2809
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,26760.927734375,3.2510898113250732,3.2667148113250732,,,,5.461169348563999e-05,0.10457916557788849,0.010950153693556786,0.2355
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,505221.0,3.4106241861979165,3.4262491861979165,,,,1.2738553778035566e-05,0.10434618592262268,0.010909867472946644,0.3146
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,515420.5625,3.479794396294488,3.495419396294488,,,,9.84896450972883e-06,0.10433945804834366,0.010906179435551167,0.284
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,1013457.625,3.4286621941460504,3.4364746941460504,,,,9.201913599099498e-06,0.10431638360023499,0.010906006209552288,0.3213
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,2042967.0,3.455876668294271,3.463689168294271,,,,6.8461563387245405e-06,0.10441723465919495,0.010913612321019173,0.4183
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,113029.625,3.441577911376953,3.449390411376953,,,,1.1886711945408024e-05,0.10448086261749268,0.010952062904834747,0.4375
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,2055026.25,3.4763221740722656,3.4841346740722656,,,,5.471493295772234e-06,0.10431995987892151,0.010942702181637287,0.4554
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,2066934.75,3.4965120951334634,3.5043245951334634,,,,4.6640393520647194e-06,0.10422783344984055,0.01091621071100235,0.3338
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,4158552.0,3.5213419596354165,3.5252482096354165,,,,4.316957074479433e-06,0.10422569513320923,0.010930215008556843,0.4183
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,8358711.0,3.538977305094401,3.542883555094401,,,,3.282084662714624e-06,0.10427723079919815,0.010934817604720592,0.5291
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,453123.125,3.45314884185791,3.45705509185791,,,,1.1783395166276023e-05,0.1046760082244873,0.010964256711304188,0.5279
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,8407035.0,3.559459686279297,3.563365936279297,,,,3.480619170659338e-06,0.10381117463111877,0.010949630290269852,0.5732
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,8307218.5,3.5171519385443792,3.5210581885443792,,,,1.905688122860738e-06,0.10456781834363937,0.01093487162142992,0.5386
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,1765970.875,3.447161865234375,3.449161865234375,,,,5.298234464135021e-05,0.10479449480772018,0.01098181214183569,0.5468
