module_name,module_type,original_shape,matrix_shape,padded_shape,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 160]",0,13,9408,320.0,64665.65234375,6.283755111694336,6.873474951504039,,,,4.699912551586749e-06,0.016716057434678078,0.0002944166772067547,0.6492
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,233817.921875,6.311467064751519,6.342717064751519,,,,8.748000936975586e-07,0.017486894503235817,0.0003068052465096116,0.2972
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,236197.453125,6.376015981038411,6.407265981038411,,,,6.288688041422574e-07,0.017541252076625824,0.0003078063018620014,0.2145
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,235062.765625,6.345235612657335,6.376485612657335,,,,8.071652359831205e-07,0.017653601244091988,0.0003123476344626397,0.1948
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",0,0,36864,1152.0,236518.3125,6.3847198486328125,6.4159698486328125,,,,6.015040980855701e-07,0.01762910559773445,0.00031103211222216487,0.2074
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",0,0,73728,1152.0,471412.375,6.378314548068577,6.393939548068577,,,,5.317796194503899e-07,0.017526086419820786,0.00030753493774682283,0.2387
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,941759.3125,6.371089087592231,6.386714087592231,,,,3.5967366329714423e-07,0.017620740458369255,0.00031090620905160904,0.2554
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",0,0,8192,128.0,52413.12890625,6.382462024688721,6.398087024688721,,,,1.4879281025059754e-06,0.017262091860175133,0.000298343482427299,0.2172
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,943033.3125,6.37972895304362,6.39535395304362,,,,3.6261289437788946e-07,0.01760508492588997,0.0003105578653048724,0.1918
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",0,0,147456,2304.0,944304.9375,6.388352711995442,6.403977711995442,,,,2.790967528198962e-07,0.01756429113447666,0.00030905581661500037,0.2605
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",0,0,294912,2304.0,1869341.75,6.3308300442165795,6.3386425442165795,,,,2.617971119889262e-07,0.017595259472727776,0.0003102791088167578,0.3097
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3759692.0,6.366448296440972,6.374260796440972,,,,1.9492593139602832e-07,0.01761908270418644,0.0003107358352281153,0.3486
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",0,0,32768,256.0,211144.015625,6.435791492462158,6.443603992462158,,,,3.2901948543440085e-07,0.017382675781846046,0.00030314872856251895,0.3001
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3769386.5,6.3828845553927955,6.3906970553927955,,,,1.5655957952276367e-07,0.017646288499236107,0.00031311105703935027,0.1936
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",0,0,589824,4608.0,3766290.75,6.377635955810547,6.385448455810547,,,,1.3342001636829082e-07,0.0176283810287714,0.0003122703346889466,0.3297
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",0,0,1179648,4608.0,7524540.0,6.374725341796875,6.378631591796875,,,,1.2251643966010306e-07,0.017558271065354347,0.0003102025075349957,0.2863
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,15115549.0,6.402898576524523,6.406804826524523,,,,9.300941172796229e-08,0.01755387708544731,0.00030987654463388026,0.6225
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",0,0,131072,512.0,843867.0625,6.434288501739502,6.438194751739502,,,,3.289480332568928e-07,0.01748942956328392,0.00030608082306571305,0.3798
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,15068171.0,6.382817162407769,6.386723412407769,,,,9.81184342663255e-08,0.017429564148187637,0.00030866937595419586,0.6203
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",0,0,2359296,9216.0,14928676.0,6.32369147406684,6.32759772406684,,,,5.2546685225252077e-08,0.017363669350743294,0.0003015137917827815,0.4342
fc,Linear,"[1000, 512]","[1000, 512]","[1000, 512]",0,0,512000,1024.0,3299369.5,6.4420810546875,6.4440810546875,,,,1.4652714526164345e-06,0.017427369952201843,0.0003037112473975867,0.5925
