iter,TEST Loss,TEST MSE,TEST loss,Best Loss,Best MSE
1,,1.5285601589462066,3.5441720505952836,3.5441720505952836,1.5285601589462066
10000,,0.025623255995828046,0.1718448811522685,0.1718448811522685,0.025623255995828046
20000,,0.015372325059853306,0.04397619731817395,0.04397619731817395,0.015372325059853306
30000,,0.014061877389963664,0.02968918819213286,0.02968918819213286,0.014061877389963664
40000,,0.01299819355577689,0.028311390222981573,0.028311390222981573,0.01299819355577689
50000,,0.014010090374293982,0.031129382793791592,0.028311390222981573,0.01299819355577689
60000,,0.014198138260842008,0.03197337158722803,0.028311390222981573,0.01299819355577689
70000,,0.013763328517814383,0.030745148150715978,0.028311390222981573,0.01299819355577689
80000,,0.013663672630083992,0.030563412975519896,0.028311390222981573,0.01299819355577689
90000,,0.013691272687649754,0.030876323965378105,0.028311390222981573,0.01299819355577689
100000,,0.01373082772345217,0.0316355570172891,0.028311390222981573,0.01299819355577689
110000,,0.013200259052765725,0.03017845831019804,0.028311390222981573,0.01299819355577689
120000,,0.013839672365885024,0.032119435025844724,0.028311390222981573,0.01299819355577689
130000,,0.013484473344520038,0.030531550062354654,0.028311390222981573,0.01299819355577689
140000,,0.013184342893542079,0.030296287947334348,0.028311390222981573,0.01299819355577689
150000,,0.014215869040257796,0.03240112477866933,0.028311390222981573,0.01299819355577689
160000,,0.013629231007318615,0.030956914546899496,0.028311390222981573,0.01299819355577689
170000,,0.013685519437049981,0.031023796498775482,0.028311390222981573,0.01299819355577689
180000,,0.013277868951351692,0.0305416405191645,0.028311390222981573,0.01299819355577689
190000,,0.013889277524822777,0.030900552665349097,0.028311390222981573,0.01299819355577689
200000,,0.013552626632012066,0.03044067472871393,0.028311390222981573,0.01299819355577689
210000,,0.013382038590380615,0.030688630080781876,0.028311390222981573,0.01299819355577689
220000,,0.013680071088592479,0.031198875275906174,0.028311390222981573,0.01299819355577689
230000,,0.013601663242905309,0.031082644254900513,0.028311390222981573,0.01299819355577689
240000,,0.013243765613350118,0.030013904352206737,0.028311390222981573,0.01299819355577689
250000,,0.013385093500766622,0.030424085875507444,0.028311390222981573,0.01299819355577689
260000,,0.012982646266481847,0.02989656236115843,0.028311390222981573,0.012982646266481847
270000,,0.013008730115173861,0.029818771502003075,0.028311390222981573,0.012982646266481847
280000,,0.013326147547978513,0.030799888239242137,0.028311390222981573,0.012982646266481847
290000,,0.013260759731876,0.030138304660096763,0.028311390222981573,0.012982646266481847
300000,,0.012970241548821787,0.029348702789284288,0.028311390222981573,0.012970241548821787
310000,,0.013318749220808892,0.030116104411426932,0.028311390222981573,0.012970241548821787
320000,,0.013053295798308641,0.030060169820208104,0.028311390222981573,0.012970241548821787
330000,,0.01322285594117132,0.030004811692982913,0.028311390222981573,0.012970241548821787
340000,,0.013281594971607514,0.030076959053054454,0.028311390222981573,0.012970241548821787
350000,,0.013202357384320134,0.030347655842546374,0.028311390222981573,0.012970241548821787
360000,,0.0132956864215072,0.03009383880533278,0.028311390222981573,0.012970241548821787
370000,,0.013180578641377597,0.03033067876007408,0.028311390222981573,0.012970241548821787
380000,,0.012895920307415156,0.02912969841994345,0.028311390222981573,0.012895920307415156
390000,,0.01336497630715905,0.030239217623136937,0.028311390222981573,0.012895920307415156
400000,,0.013141975286413119,0.029675319803878664,0.028311390222981573,0.012895920307415156
410000,,0.013265521701781888,0.029681105277966708,0.028311390222981573,0.012895920307415156
420000,,0.013016304883462004,0.02935490617901087,0.028311390222981573,0.012895920307415156
430000,,0.012848400861238642,0.029442467592190952,0.028311390222981573,0.012848400861238642
440000,,0.013176579140303214,0.029946483336389065,0.028311390222981573,0.012848400861238642
450000,,0.012826741230382419,0.02951976860035211,0.028311390222981573,0.012826741230382419
460000,,0.013155365445053501,0.029908348728902637,0.028311390222981573,0.012826741230382419
470000,,0.013098611651061761,0.029505157242063432,0.028311390222981573,0.012826741230382419
480000,,0.013233157592241954,0.03013687684526667,0.028311390222981573,0.012826741230382419
490000,,0.013091578953116497,0.029814234647434205,0.028311390222981573,0.012826741230382419
500000,,0.013034649557062187,0.02989117203373462,0.028311390222981573,0.012826741230382419
510000,,0.013060134524044403,0.029312372002750636,0.028311390222981573,0.012826741230382419
520000,,0.012919483192394547,0.029625135807320475,0.028311390222981573,0.012826741230382419
530000,,0.012933740368157622,0.029351074295118452,0.028311390222981573,0.012826741230382419
540000,,0.013133003275580082,0.030042487325146795,0.028311390222981573,0.012826741230382419
550000,,0.01310188161507392,0.030014736350625754,0.028311390222981573,0.012826741230382419
560000,,0.012757045924445458,0.028892139727715403,0.028311390222981573,0.012757045924445458
570000,,0.013147368905209851,0.029309191754087804,0.028311390222981573,0.012757045924445458
580000,,0.01283025131431943,0.028957653861492873,0.028311390222981573,0.012757045924445458
590000,,0.01285469000785932,0.02924092994071543,0.028311390222981573,0.012757045924445458
600000,,0.013292098672747658,0.02983108756458387,0.028311390222981573,0.012757045924445458
610000,,0.013345311902655383,0.029767549419775604,0.028311390222981573,0.012757045924445458
620000,,0.012941401383394778,0.02899561620876193,0.028311390222981573,0.012757045924445458
630000,,0.012695688449702938,0.029008561593946068,0.028311390222981573,0.012695688449702938
640000,,0.012865401245886539,0.029344136726576833,0.028311390222981573,0.012695688449702938
