module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",False,,,,0,0,9408,294.0,29030.947265625,3.054522455955038,3.085772455955038,,,,0.000222658141865395,0.11505573987960815,0.01323641836643219,0.92
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,112415.7421875,3.018222173055013,3.049472173055013,,,,3.762649794225581e-05,0.11468467861413956,0.013196165673434734,0.4545
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,119952.234375,3.222662607828776,3.253912607828776,,,,2.9457480195560493e-05,0.12005447596311569,0.014418263919651508,0.4524
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,116885.984375,3.1394852532280817,3.1707352532280817,,,,3.721485336427577e-05,0.1198699101805687,0.014400980435311794,0.6528
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,120375.203125,3.2341363694932728,3.2653863694932728,,,,2.7865158699569292e-05,0.11998904496431351,0.014408813789486885,0.2623
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",False,,,,0,0,73728,1152.0,238302.65625,3.2165616353352866,3.2321866353352866,,,,2.5003297196235508e-05,0.12017602473497391,0.014459722675383091,0.291
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,473411.46875,3.1949019961886935,3.2105269961886935,,,,1.6742651496315375e-05,0.12022149562835693,0.014472550712525845,1.0042
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",False,,,,0,0,8192,128.0,25104.4765625,3.048886299133301,3.064511299133301,,,,7.208206079667434e-05,0.12014783173799515,0.01445312425494194,0.4528
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,475674.3125,3.2102478875054254,3.2258728875054254,,,,1.6902331481105648e-05,0.12019596248865128,0.014475911855697632,0.5068
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,485435.59375,3.276445812649197,3.292070812649197,,,,1.311973846895853e-05,0.1204247921705246,0.014528048224747181,0.3924
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",False,,,,0,0,294912,2304.0,954652.6875,3.22926394144694,3.23707644144694,,,,1.2234566383995116e-05,0.12028408795595169,0.014500273391604424,0.6494
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,1925273.125,3.2563360002305775,3.2641485002305775,,,,9.075975867745001e-06,0.1202249825000763,0.014468216337263584,0.4687
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",False,,,,0,0,32768,256.0,106343.984375,3.237548351287842,3.245360851287842,,,,1.5704990801168606e-05,0.120094895362854,0.014470109716057777,0.9116
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,1936897.875,3.2760448455810547,3.2838573455810547,,,,7.2486550379835535e-06,0.12007251381874084,0.014496935531497002,0.4934
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,1948418.125,3.2955765194363065,3.3033890194363065,,,,6.205500085343374e-06,0.12022411823272705,0.014524010010063648,0.658
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",False,,,,0,0,1179648,4608.0,3922465.5,3.321208953857422,3.325115203857422,,,,5.7303791436424945e-06,0.12008197605609894,0.01450889278203249,0.3769
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,7881117.0,3.3365465799967446,3.3404528299967446,,,,4.3509835450095125e-06,0.12006189674139023,0.014496034942567348,0.7453
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",False,,,,0,0,131072,512.0,426461.84375,3.249739408493042,3.253645658493042,,,,1.556883580633439e-05,0.12032067775726318,0.01448654942214489,0.4059
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,7932112.5,3.358161290486654,3.362067540486654,,,,4.608546078088693e-06,0.11945226043462753,0.014497957192361355,0.6184
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,7851507.5,3.3239964379204645,3.3279026879204645,,,,2.5269937395933084e-06,0.12041320651769638,0.014499932527542114,0.37
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",False,,,,8,0,512000,1024.0,1672958.0,3.2395794580853177,3.26749609375,,,,6.926626519998536e-05,0.11982125788927078,0.014385169371962547,0.7112
