module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",True,147,6422528,16,0,0,9408,294.0,44382.13671875,4.686239021975978,4.717489021975978,,,,3.5784563806373626e-05,0.04612505063414574,0.0021272944286465645,0.8657
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,173504.1875,4.675352308485243,4.706602308485243,,,,5.78355866309721e-06,0.04496306553483009,0.002028378890827298,0.2487
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,176110.109375,4.74604246351454,4.77729246351454,,,,4.290890956326621e-06,0.045819927006959915,0.002100220648571849,0.2604
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,175365.34375,4.725839402940538,4.757089402940538,,,,5.447136572911404e-06,0.04586024209856987,0.0021078709978610277,0.2424
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",True,576,1605632,16,0,0,36864,1152.0,176018.5,4.743557400173611,4.774807400173611,,,,4.079576683579944e-06,0.04591117799282074,0.0021095110569149256,0.2584
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",True,576,401408,16,0,0,73728,1152.0,351727.40625,4.754983266194661,4.770608266194661,,,,3.641892362793442e-06,0.045865122228860855,0.0021061524748802185,0.3476
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,701115.375,4.739117940266927,4.754742940266927,,,,2.4199619019782403e-06,0.04570611193776131,0.0020918441005051136,0.2435
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",True,64,401408,16,0,0,8192,128.0,38286.65234375,4.65803861618042,4.67366361618042,,,,1.0533033673709724e-05,0.04592816159129143,0.002111971378326416,0.3068
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,702652.4375,4.749541812472874,4.765166812472874,,,,2.442143340886105e-06,0.045687999576330185,0.0020915602799504995,0.2618
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",True,1152,401408,16,0,0,147456,2304.0,704593.4375,4.76270506117079,4.77833006117079,,,,1.9005152580575668e-06,0.045834142714738846,0.0021045219618827105,0.6827
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",True,1152,100352,16,0,0,294912,2304.0,1404521.875,4.754699283175999,4.762511783175999,,,,1.7717806031214423e-06,0.0457739420235157,0.0020998951513320208,0.6084
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,2811782.5,4.759342617458767,4.767155117458767,,,,1.3114934063196415e-06,0.04570157080888748,0.002090680878609419,0.2972
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",True,128,100352,16,0,0,32768,256.0,155954.09375,4.751528739929199,4.759341239929199,,,,2.2884437385073397e-06,0.045843303203582764,0.002108503831550479,0.2959
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,2808710.0,4.75413343641493,4.76194593641493,,,,1.047165483214485e-06,0.04563746601343155,0.0020942771807312965,0.3492
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",True,2304,100352,16,0,0,589824,4608.0,2818266.5,4.7703357272677955,4.7781482272677955,,,,8.95543280421407e-07,0.0456714890897274,0.002096024341881275,0.4289
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",True,2304,25088,16,0,0,1179648,4608.0,5630809.0,4.7693896823459205,4.7732959323459205,,,,8.283191164082382e-07,0.0456545315682888,0.002097242744639516,0.5375
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,11261862.0,4.769493103027344,4.773399353027344,,,,6.282717777139624e-07,0.04562283679842949,0.002093193121254444,1.0002
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",True,256,25088,16,0,0,131072,512.0,622836.375,4.747958183288574,4.751864433288574,,,,2.255334948131349e-06,0.04579496011137962,0.002098552417010069,0.6869
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,11268068.0,4.772123548719618,4.776029798719618,,,,6.668699370493414e-07,0.04543904587626457,0.0020978963002562523,0.9257
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",True,4608,25088,16,0,0,2359296,9216.0,11244965.0,4.7623312208387585,4.7662374708387585,,,,3.649727489118959e-07,0.045761313289403915,0.0020942199043929577,1.0469
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",True,512,512,16,8,0,512000,1024.0,2441284.75,4.728307814825149,4.76813427734375,,,,1.002769022306893e-05,0.04559038579463959,0.002094849245622754,0.7341
