iter,TEST Loss,TEST MSE,TEST loss,Best Loss,Best MSE
290000,,0.037621910171918495,0.0841730759125203,0.07877087398059666,0.03665891667245241
300000,,0.038945827737199686,0.08656814770214259,0.07877087398059666,0.03665891667245241
310000,,0.03882072851624797,0.0867353674825281,0.07877087398059666,0.03665891667245241
320000,,0.03856288313131061,0.08569122609123588,0.07877087398059666,0.03665891667245241
330000,,0.03785215679535452,0.08481518995948135,0.07877087398059666,0.03665891667245241
340000,,0.03803237918381433,0.08566345219127834,0.07877087398059666,0.03665891667245241
350000,,0.03782520513538802,0.08458259575627744,0.07877087398059666,0.03665891667245241
360000,,0.03762187293333331,0.08394102534092963,0.07877087398059666,0.03665891667245241
370000,,0.037868288577835314,0.08432295856252313,0.07877087398059666,0.03665891667245241
380000,,0.03764484639834394,0.08376825471781194,0.07877087398059666,0.03665891667245241
390000,,0.03746921015284451,0.08428057321533561,0.07877087398059666,0.03665891667245241
400000,,0.03802324870149357,0.08515038143098354,0.07877087398059666,0.03665891667245241
410000,,0.03756732140084964,0.08389766068197786,0.07877087398059666,0.03665891667245241
420000,,0.0381512014166709,0.085448384815827,0.07877087398059666,0.03665891667245241
430000,,0.03860509456104742,0.08595862716063857,0.07877087398059666,0.03665891667245241
440000,,0.03831654852215909,0.08559142648242414,0.07877087398059666,0.03665891667245241
450000,,0.03825812920318466,0.08548112611845135,0.07877087398059666,0.03665891667245241
460000,,0.037765642216826135,0.08468002179078758,0.07877087398059666,0.03665891667245241
470000,,0.0377067162768081,0.08463161898963154,0.07877087398059666,0.03665891667245241
480000,,0.037608132542163435,0.08411423130892218,0.07877087398059666,0.03665891667245241
490000,,0.03754859016146058,0.08454581103101373,0.07877087398059666,0.03665891667245241
500000,,0.037594369480911195,0.08446310784667731,0.07877087398059666,0.03665891667245241
510000,,0.03777184443949516,0.08427674642205238,0.07877087398059666,0.03665891667245241
520000,,0.036941343333225296,0.08349777634814382,0.07877087398059666,0.03665891667245241
530000,,0.037370014423751124,0.08279191313683987,0.07877087398059666,0.03665891667245241
540000,,0.03727243248787553,0.08364121976681053,0.07877087398059666,0.03665891667245241
550000,,0.03717600478518214,0.08327519220300018,0.07877087398059666,0.03665891667245241
560000,,0.03695990647678908,0.08321155002899468,0.07877087398059666,0.03665891667245241
570000,,0.037132221447669006,0.08355096230097116,0.07877087398059666,0.03665891667245241
580000,,0.038043547726167366,0.08519156804122031,0.07877087398059666,0.03665891667245241
590000,,0.037964739621276423,0.08451217344030738,0.07877087398059666,0.03665891667245241
600000,,0.03748766445669174,0.08425748744048178,0.07877087398059666,0.03665891667245241
610000,,0.03766469314469864,0.08480849747732282,0.07877087398059666,0.03665891667245241
