module_name,module_type,original_shape,matrix_shape,padded_shape,used_hessian,hessian_input_dim,hessian_sample_count,hessian_batch_count,pad_rows,pad_cols,num_params,metadata_bits,estimated_bits,estimated_bpp,estimated_bits_per_param,actual_bits,actual_bpp,actual_bits_per_param,mse,relative_l2,mse_normed,elapsed_sec
conv1,Conv2d,"[64, 3, 7, 7]","[64, 147]","[64, 147]",False,,,,0,0,9408,294.0,31013.1171875,3.2652122860863093,3.2964622860863093,,,,0.00016510530258528888,0.09907623380422592,0.009815060533583164,0.8677
layer1.0.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,119929.625,3.222049289279514,3.253299289279514,,,,2.824406692525372e-05,0.0993623286485672,0.009905609302222729,0.4293
layer1.0.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,127520.7265625,3.4279710981580944,3.4592210981580944,,,,2.2178612198331393e-05,0.1041712611913681,0.010855549946427345,0.1816
layer1.1.conv1,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,124226.625,3.3386128743489585,3.3698628743489585,,,,2.8440554160624743e-05,0.1047903373837471,0.011005602777004242,0.3703
layer1.1.conv2,Conv2d,"[64, 64, 3, 3]","[64, 576]","[64, 576]",False,,,,0,0,36864,1152.0,127875.546875,3.437596215142144,3.468846215142144,,,,2.1058895072201267e-05,0.10431071370840073,0.010889356024563313,0.1877
layer2.0.conv1,Conv2d,"[128, 64, 3, 3]","[128, 576]","[128, 576]",False,,,,0,0,73728,1152.0,253333.734375,3.420433680216471,3.436058680216471,,,,1.8940661902888678e-05,0.10459642112255096,0.010953624732792377,0.2274
layer2.0.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,503582.28125,3.3995109134250217,3.4151359134250217,,,,1.265975515707396e-05,0.10454004257917404,0.010943245142698288,0.2017
layer2.0.downsample.0,Conv2d,"[128, 64, 1, 1]","[128, 64]","[128, 64]",False,,,,0,0,8192,128.0,26744.111328125,3.249037027359009,3.264662027359009,,,,5.432702164398506e-05,0.10430623590946198,0.010893074795603752,0.8969
layer2.1.conv1,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,505547.8125,3.4128405253092446,3.4284655253092446,,,,1.2761514881276526e-05,0.10444018244743347,0.0109295304864645,0.4266
layer2.1.conv2,Conv2d,"[128, 128, 3, 3]","[128, 1152]","[128, 1152]",False,,,,0,0,147456,2304.0,515674.40625,3.481515884399414,3.497140884399414,,,,9.913356734614354e-06,0.10467996448278427,0.010977485217154026,0.3135
layer3.0.conv1,Conv2d,"[256, 128, 3, 3]","[256, 1152]","[256, 1152]",False,,,,0,0,294912,2304.0,1014780.0625,3.4331463707817926,3.4409588707817926,,,,9.228597264154814e-06,0.10446762293577194,0.010937632992863655,0.6943
layer3.0.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,2044377.0,3.4582672119140625,3.4660797119140625,,,,6.856499567220453e-06,0.10449612885713577,0.010930100455880165,0.2235
layer3.0.downsample.0,Conv2d,"[256, 128, 1, 1]","[256, 128]","[256, 128]",False,,,,0,0,32768,256.0,112991.4375,3.4404125213623047,3.4482250213623047,,,,1.1814453500846867e-05,0.10416276007890701,0.010885484516620636,0.3634
layer3.1.conv1,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,2056142.75,3.478215111626519,3.486027611626519,,,,5.479811534314649e-06,0.10439915955066681,0.010959340259432793,0.2453
layer3.1.conv2,Conv2d,"[256, 256, 3, 3]","[256, 2304]","[256, 2304]",False,,,,0,0,589824,4608.0,2068569.375,3.49928347269694,3.50709597269694,,,,4.672417162510101e-06,0.10432126373052597,0.010935818776488304,0.3239
layer4.0.conv1,Conv2d,"[512, 256, 3, 3]","[512, 2304]","[512, 2304]",False,,,,0,0,1179648,4608.0,4163302.5,3.5253690083821616,3.5292752583821616,,,,4.3223212742304895e-06,0.1042904332280159,0.010943797416985035,1.2133
layer4.0.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,8363402.0,3.540965610080295,3.544871860080295,,,,3.284194235675386e-06,0.10431075096130371,0.010941846296191216,0.9755
layer4.0.downsample.0,Conv2d,"[512, 256, 1, 1]","[512, 256]","[512, 256]",False,,,,0,0,131072,512.0,452977.59375,3.452038526535034,3.455944776535034,,,,1.1753514627343975e-05,0.10454320907592773,0.010936455801129341,0.3574
layer4.1.conv1,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,8414795.0,3.562748803032769,3.566655053032769,,,,3.4826719002012396e-06,0.10384161025285721,0.010956088081002235,0.8022
layer4.1.conv2,Conv2d,"[512, 512, 3, 3]","[512, 4608]","[512, 4608]",False,,,,0,0,2359296,9216.0,8329786.5,3.52671750386556,3.53062375386556,,,,1.90817195289128e-06,0.10463602840900421,0.010949124582111835,0.5146
fc,Linear,"[1000, 512]","[1000, 512]","[1008, 512]",False,,,,8,0,512000,1024.0,1777515.75,3.442173064701141,3.47171044921875,,,,5.244926433078945e-05,0.10426606982946396,0.01088313665241003,0.4968
